time_sim,sim_dx,sim_dy,sim_dz,sim_vx,sim_vy,sim_vz,sim_phi,sim_theta,sim_psi,sim_p,sim_q,sim_r,sim_Mx_ext,sim_My_ext,sim_Mz_ext,sim_omega1,sim_omega2,sim_omega3,sim_omega4,time_ref,ref_dx,ref_dy,ref_dz,ref_vx,ref_vy,ref_vz,ref_phi,ref_theta,ref_psi,ref_p,ref_q,ref_r,ref_Mx_ext,ref_My_ext,ref_Mz_ext,ref_omega1,ref_omega2,ref_omega3,ref_omega4
8.544438997389111057e-01,8.192499725911779329e-01,-5.362323306196794537e-01,-4.813616512181549956e-01,2.516102386217804021e+00,-3.586583756632047759e+00,1.137318904120474317e+00,-2.506907207945821003e-01,1.330308268674625372e-01,1.359984668993765355e+00,1.436969318359534231e+00,9.777767046162848252e-02,-2.378884173404043789e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.355772427071326092e+03,7.155285986201731248e+03,7.832112593575419851e+03,7.431626800261392418e+03,8.544438997389113277e-01,1.260414011010710489e+00,-3.643319190883538283e-01,1.594602539036391875e-01,2.918982162705116679e+00,-8.447056995577709726e-01,4.552460385051247393e-01,-2.368972992070388084e-03,1.482311335098639854e-02,9.851872918813550095e-01,2.596759758642179783e-01,8.227891506472349015e-01,-2.779178040473255784e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.164946596293203584e+03,6.973557093761546639e+03,7.508541305500030830e+03,8.019317016570726082e+03
8.629037403303855269e-01,8.085987895665797121e-01,-4.955550917267436684e-01,-4.840633373828068797e-01,2.568961346292436332e+00,-3.532818428854778592e+00,1.162537215262718693e+00,-2.411980476869022560e-01,1.290616037932568461e-01,1.340037209860596157e+00,1.423770253129433616e+00,1.311537331501785586e-01,-2.384374008372392773e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.363438264974125559e+03,7.149200630399556758e+03,7.824386006842754796e+03,7.443604880167532428e+03,8.629037403303857490e-01,1.242668208625821391e+00,-3.277977265022297138e-01,1.650328561479039724e-01,2.925277444532141669e+00,-7.733723445898111892e-01,4.708428430678571197e-01,-6.895950876468818179e-04,2.178687895086520165e-02,9.617251797866539498e-01,2.388052069585627213e-01,8.317194189520806802e-01,-2.764008883752747003e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.156767508373468445e+03,6.979833952527480506e+03,7.494709734229894821e+03,8.044074007101727148e+03
8.713635809218598371e-01,7.968634727914289950e-01,-4.555168727382168381e-01,-4.872822397891543034e-01,2.620667865076544256e+00,-3.477073295213698678e+00,1.187659972931332408e+00,-2.317484187104776883e-01,1.255615840161138086e-01,1.319945235668090078e+00,1.413599715361844922e+00,1.689039340451760074e-01,-2.390003095406444178e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.370305507082271106e+03,7.142543890934974115e+03,7.817442411022747365e+03,7.455394845615644954e+03,8.713635809218601702e-01,1.223946574171113522e+00,-2.924729919247304744e-01,1.703052128016286637e-01,2.929065787114535802e+00,-7.024022208622393570e-01,4.862707010026116050e-01,6.523291975892363086e-04,2.885828897480463562e-02,9.384009620471914781e-01,2.180147392149471286e-01,8.398605651480475220e-01,-2.748235389253371075e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.149155482307234706e+03,6.986813973231212913e+03,7.480452136229882854e+03,8.068626307512425228e+03
8.798234215133342584e-01,7.840841023245421759e-01,-4.161738424152198190e-01,-4.909723351938398705e-01,2.671084203498848009e+00,-3.419346745259191245e+00,1.212876004411920006e+00,-2.223265110209442230e-01,1.225668906218585069e-01,1.299706191312424819e+00,1.406151386730153163e+00,2.106343977813610324e-01,-2.395605298646752868e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.376218133983753432e+03,7.135586165907726354e+03,7.811017599002253519e+03,7.467189688191922869e+03,8.798234215133343694e-01,1.204309117085461844e+00,-2.583793253056371753e-01,1.752763549053808767e-01,2.930373405657285435e+00,-6.319015877124911640e-01,5.015090001509414641e-01,1.657446490723287662e-03,3.602241887861351577e-02,9.152164008776779713e-01,1.973391134818083814e-01,8.472064395235758827e-01,-2.731857132922004716e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.142113094200607520e+03,6.994509885888386634e+03,7.465772490265775559e+03,8.092958464635362361e+03
8.882832621048085686e-01,7.703020840661630730e-01,-3.775804107128448162e-01,-4.950972482750278236e-01,2.720068400714191981e+00,-3.359639915463262128e+00,1.238354536589325594e+00,-2.129201454009838346e-01,1.201110973961179162e-01,1.279319719384388154e+00,1.401147769314851743e+00,2.560023036765209925e-01,-2.401198690608046693e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.381625786833358688e+03,7.128603034440820920e+03,7.805046481992446388e+03,7.479038736846299798e+03,8.882832621048087907e-01,1.183816143786952102e+00,-2.255362152650703944e-01,1.799453765138050443e-01,2.929230328749194534e+00,-5.619751850917330538e-01,5.165470348163992975e-01,2.326882968004651431e-03,4.326441718178544033e-02,8.921731762567426394e-01,1.768125900171966247e-01,8.537544427812707726e-01,-2.714874366424628871e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.135644487929889692e+03,7.002938549356663316e+03,7.450676465778762577e+03,8.117051522176972867e+03
8.967431026962829899e-01,7.555608220759514326e-01,-3.397889213822854471e-01,-4.996289831110960478e-01,2.767476300181189508e+00,-3.297954937885921201e+00,1.264244349692102309e+00,-2.035199769071322495e-01,1.182255609947649583e-01,1.258786716332512157e+00,1.398377697796949759e+00,3.047511609972108348e-01,-2.406795486105136828e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.387135572299029263e+03,7.121981453054503618e+03,7.799516308825354827e+03,7.491119576908443378e+03,8.967431026962831009e-01,1.162528309195614895e+00,-1.939589285478659775e-01,1.843115864528528658e-01,2.925672579247032168e+00,-4.927245327012520493e-01,5.313633152579554375e-01,2.662698750922860586e-03,5.056967703719764118e-02,8.692728510470686398e-01,1.564685558497646567e-01,8.595099043656747595e-01,-2.697287234502715680e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.129753095421767284e+03,7.012113925397450657e+03,7.435168757953823842e+03,8.140889781350850171e+03
9.052029432877573001e-01,7.399058020977351546e-01,-3.028504211497605736e-01,-5.045467481346225247e-01,2.813159674642514485e+00,-3.234296100445524402e+00,1.290678960691618027e+00,-1.941187220526657542e-01,1.169399144195177043e-01,1.238109618039688886e+00,1.397741365717462880e+00,3.566217175624265545e-01,-2.412305076927964809e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.392640702796185906e+03,7.115481597052083998e+03,7.794287963588195453e+03,7.503898215502126732e+03,9.052029432877575221e-01,1.140506318926197027e+00,-1.636606372856432845e-01,1.883744440972784373e-01,2.919739739220738262e+00,-4.242492584107879772e-01,5.459465852470487546e-01,2.667408700777502452e-03,5.792376296744261577e-02,8.465169567723179744e-01,1.363393717488902146e-01,8.644825068704623527e-01,-2.679095329391210978e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.124439204164903458e+03,7.022055564799773492e+03,7.419254699419425378e+03,8.164452870398348750e+03
9.136627838792317213e-01,7.233844691422679496e-01,-2.668149928584854225e-01,-5.098366328533682212e-01,2.856967315711743449e+00,-3.168669531082198176e+00,1.317780476182623728e+00,-1.847104519751075757e-01,1.162815757705887715e-01,1.217292372158625735e+00,1.399131607293258917e+00,4.113011857634930601e-01,-2.417746562919113273e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.397939538025096226e+03,7.109226297715844339e+03,7.789537782114900438e+03,7.517140069423384375e+03,9.136627838792319434e-01,1.117810737734005189e+00,-1.346503833808949946e-01,1.921337981654117066e-01,2.911476825680669123e+00,-3.566451947641011144e-01,5.602750604398825107e-01,2.344392129081709561e-03,6.531269024745396667e-02,8.239070136344256445e-01,1.164543957636487159e-01,8.686914038659455661e-01,-2.660298253599473917e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.119703052345334072e+03,7.032779658605084478e+03,7.402938706432056279e+03,8.187723918374852474e+03
9.221226244707060316e-01,7.060464535184292068e-01,-2.317308728635344428e-01,-5.154913972548417211e-01,2.898748551887474267e+00,-3.101081491691355829e+00,1.345658963270130126e+00,-1.752911091151974632e-01,1.162754155991939237e-01,1.196339422457460611e+00,1.402441115510694170e+00,4.685132340552723984e-01,-2.423255265703303074e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.403398927314505272e+03,7.102885394367195659e+03,7.784876879560142697e+03,7.530503408520905396e+03,9.221226244707063646e-01,1.094501940032542642e+00,-1.069351684479646625e-01,1.955897350472596830e-01,2.900932095414244571e+00,-2.900059492944686568e-01,5.743375541099697834e-01,1.697438170720361791e-03,7.272275346296530607e-02,8.014445558966591943e-01,9.684097741139477411e-02,8.721610719551831092e-01,-2.640897032660547428e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.115545519982815676e+03,7.044306479569806470e+03,7.386227056028949846e+03,8.210678019311417302e+03
9.305824650621804528e-01,6.879438044996912804e-01,-1.976447828769610227e-01,-5.215094216972789853e-01,2.938352811488623928e+00,-3.031537551841817280e+00,1.374418047029871692e+00,-1.658578721465543970e-01,1.169443418656237604e-01,1.175255402542084715e+00,1.407638534283099485e+00,5.280885617645449948e-01,-2.428875452914915911e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.409093072489474253e+03,7.096414648150704124e+03,7.779792283224662242e+03,7.543419016380628818e+03,9.305824650621805638e-01,1.070639684303667849e+00,-8.051799216919763857e-02,1.987429080573895335e-01,2.888158566556376705e+00,-2.244207979958260379e-01,5.881127683182428845e-01,7.310918238926987587e-04,8.014092868903499589e-02,7.791311818770927378e-01,7.752162172035671761e-02,8.749276831951171562e-01,-2.620892567200012735e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.111967335789582648e+03,7.056652816629600238e+03,7.369124946502671264e+03,8.233294547169716679e+03
9.390423056536547630e-01,6.691312131707003452e-01,-1.646022381450490957e-01,-5.278938672117006181e-01,2.975627995525908176e+00,-2.960042641307261579e+00,1.404153974133340643e+00,-1.564088905315046685e-01,1.183099596548322502e-01,1.154045091274432666e+00,1.414685909257369589e+00,5.898581230623136662e-01,-2.434703907945286350e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.414918281780364850e+03,7.089545480505621526e+03,7.774659679087077166e+03,7.556005972761221528e+03,9.390423056536549851e-01,1.046283303381830398e+00,-5.539989813850393352e-02,2.015942979130129487e-01,2.873212101400919760e+00,-1.599765143076664620e-01,6.015903804162621160e-01,-5.497553568512055649e-04,8.755459400574300277e-02,7.569685424411398689e-01,5.851588263082447422e-02,8.770337571505927299e-01,-2.600285981541733626e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.108970822382506412e+03,7.069844341314947997e+03,7.351641431103642390e+03,8.255548969736377330e+03
9.475021462451291843e-01,6.496655750588631317e-01,-1.326476171093087797e-01,-5.346528260503909946e-01,3.010419839857803925e+00,-2.886603151681153001e+00,1.434948235596620103e+00,-1.469437334737276057e-01,1.203919856754369910e-01,1.132713875064903730e+00,1.423384476192820935e+00,6.535490896397999627e-01,-2.440684271599211641e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.420268159216955610e+03,7.082567205165503765e+03,7.769894549381474462e+03,7.568129290019963264e+03,9.475021462451294063e-01,1.021491054700290668e+00,-3.157813187144173361e-02,2.041456267574038308e-01,2.856152509664370953e+00,-9.675516955271934449e-02,6.147503527646177579e-01,-2.139601620262113028e-03,9.495206565158728629e-02,7.349584271944070712e-01,3.983655278022872614e-02,8.785354059907828361e-01,-2.579078282402435196e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.106557903150295715e+03,7.083902313627059812e+03,7.333784007268272035e+03,8.277420970446968568e+03
9.559619868366034945e-01,6.296055511104099445e-01,-1.018233237761257265e-01,-5.417994941618257121e-01,3.042573088732043018e+00,-2.811230314107433959e+00,1.466861334382336013e+00,-1.374650293416544988e-01,1.232074018358922801e-01,1.111267881707934668e+00,1.433374652549624262e+00,7.187910226235583178e-01,-2.446880984416655469e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.424835042332947523e+03,7.075110614073762918e+03,7.765676668170634002e+03,7.579767871456733701e+03,9.559619868366038276e-01,9.963205468632573281e-01,-9.048095278338726122e-03,2.063990276527706835e-01,2.837041987629843387e+00,-3.483612610277824623e-02,6.275841615892383540e-01,-4.032681496600760279e-03,1.023221957750804489e-01,7.131027076702318723e-01,2.149276720330648219e-02,8.794956571998244765e-01,-2.557271775980392015e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.104729810054679547e+03,7.098850349346248549e+03,7.315564471758225409e+03,8.298885603744416585e+03
9.644218274280779157e-01,6.090111291685363915e-01,-7.216913614906288188e-02,-5.493518640833274791e-01,3.071933889969115317e+00,-2.733941584079547571e+00,1.499927741048068253e+00,-1.279792393901836300e-01,1.267695352345661330e-01,1.089713725474936723e+00,1.444196946629416223e+00,7.851366901568952450e-01,-2.453292240741203223e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.428317984044715558e+03,7.067291774056333452e+03,7.762247019384547457e+03,7.590814898278413239e+03,9.644218274280781378e-01,9.708278854175258488e-01,1.219836398606871826e-02,2.083575200858588938e-01,2.815945750240062218e+00,2.570622068655043987e-02,6.400738690128719988e-01,-6.222798562926516903e-03,1.096550414336710383e-01,6.914034355615495953e-01,3.485844516624611242e-03,8.799916512076632058e-01,-2.534868521333366154e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.103487563373978446e+03,7.114708006068985924e+03,7.296992594136396292e+03,8.319922210857675964e+03
9.728816680195522260e-01,5.879431810337730768e-01,-4.372195410338837462e-02,-5.573320380319156664e-01,3.098350278695219728e+00,-2.654764148186446349e+00,1.534150110897976926e+00,-1.184972698421104947e-01,1.310874191084299978e-01,1.068058834521049549e+00,1.455375519406924223e+00,8.520516913247430102e-01,-2.459876671743854715e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.430605642765899574e+03,7.058796597311112237e+03,7.759670001292535744e+03,7.601790333448440833e+03,9.728816680195525590e-01,9.450683226412714966e-01,3.217110343584547727e-02,2.100245951477997530e-01,2.792930890149093237e+00,8.480031157402520559e-02,6.522136985157402922e-01,-8.703588934102427302e-03,1.169413286259966267e-01,6.698627632662706999e-01,-1.418800926134194257e-02,8.801077972180650910e-01,-2.511870471352882994e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.102825860243226089e+03,7.131501924382891048e+03,7.278082931953238585e+03,8.340502547632924689e+03
9.813415086110266472e-01,5.664628818393732113e-01,-1.651623801629773305e-02,-5.657654855521054849e-01,3.121672692426172180e+00,-2.573738531283452424e+00,1.569498255231192685e+00,-1.090339846988321454e-01,1.361648967052638826e-01,1.046312187087103052e+00,1.466416437121151883e+00,9.189071509336637078e-01,-2.466430837282088007e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.431088976347574317e+03,7.049889472331419711e+03,7.757937071755976831e+03,7.612835199970905705e+03,9.813415086110267582e-01,9.190952228048973049e-01,5.088322612020491909e-02,2.114047298489731552e-01,2.768066502113251559e+00,1.423796063215389263e-01,6.639888068144903510e-01,-1.146849153242292252e-02,1.241732559137075642e-01,6.484830533381441553e-01,-3.154471547508318208e-02,8.799435078230813945e-01,-2.488279359787422429e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.102740309098502621e+03,7.149254166892321336e+03,7.258847541183860812e+03,8.360603223536580117e+03
9.898013492025009574e-01,5.446313382001135572e-01,9.416963996935839853e-03,-5.746800954659008198e-01,3.141758148840581466e+00,-2.490919454604555217e+00,1.605904809964597169e+00,-9.960881195044042624e-02,1.419998350549083188e-01,1.024483605366875327e+00,1.476745710141509127e+00,9.850235807273630684e-01,-2.473024655187217924e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.429935446558971307e+03,7.040563217847763553e+03,7.757371204065709207e+03,7.624078324378405341e+03,9.898013492025011795e-01,8.929609168097851768e-01,6.834937724013792626e-02,2.125029118451280397e-01,2.741423001955064720e+00,1.983804278069169480e-01,6.753971132056884041e-01,-1.451091555476535788e-02,1.313438252532169170e-01,6.272667730711938283e-01,-4.860665263523739760e-02,8.796055731125984600e-01,-2.464097836705745781e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.103223076751328335e+03,7.167989531445407920e+03,7.239305457526194914e+03,8.380197424352856615e+03
9.982611897939753787e-01,5.225092840646279324e-01,3.405055974608816455e-02,-5.841048782678114337e-01,3.158473474108499435e+00,-2.406376400051191133e+00,1.643264053946848380e+00,-9.024573346113928807e-02,1.485837837195525535e-01,1.002583142973719088e+00,1.485844435920974371e+00,1.049753994379488464e+00,-2.479537858078095791e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.427456590079998023e+03,7.031099680841496593e+03,7.757559427348213831e+03,7.635701432379344624e+03,9.982611897939756007e-01,8.667155169260722936e-01,8.458711161701204517e-02,2.133251613940840008e-01,2.713071729598767412e+00,2.527440192832260402e-01,6.864277918345200735e-01,-1.782436682359956823e-02,1.384477696211447173e-01,6.062165853645399283e-01,-6.540980092090871445e-02,8.792154162297811659e-01,-2.439328219019274435e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.104267676097516414e+03,7.187728554440431253e+03,7.219472445607994814e+03,8.399262943631652888e+03
1.006721030385449689e+00,5.001570313652533573e-01,5.736084720720332347e-02,-5.940684832365803469e-01,3.171694758740811970e+00,-2.320196953605491164e+00,1.681435833469078212e+00,-8.097230205800992620e-02,1.559022794893958341e-01,9.806217242068235862e-01,1.493262204702452411e+00,1.112437328557898120e+00,-2.485806150942718951e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.423424152567410601e+03,7.021586932304563561e+03,7.758705961158331775e+03,7.648333561733651550e+03,1.006721030385449911e+00,8.404079522138017122e-01,9.961534606434530037e-02,2.138780165392311639e-01,2.683084761534295204e+00,3.054144151338823998e-01,6.970833646476306544e-01,-2.140247696016850040e-02,1.454807495671020245e-01,5.853352474505281178e-01,-8.199755166260370987e-02,8.789015230451935334e-01,-2.413971846852201786e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.105862438251908316e+03,7.208499577443963062e+03,7.199373294269660619e+03,8.417778590987461939e+03
1.015180870976924110e+00,4.776339373941028699e-01,7.932819779499974966e-02,-6.045982164750259846e-01,3.181311964757187916e+00,-2.232486249840211823e+00,1.720244206993651881e+00,-7.181950523350071058e-02,1.639342760807768473e-01,9.586103429384815744e-01,1.498480997662179792e+00,1.172407516593603205e+00,-2.491831304195781360e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.418159118066401788e+03,7.012663421658312473e+03,7.761045781412705765e+03,7.661775626181202824e+03,1.015180870976924332e+00,8.140846690461278623e-01,1.134555300441359577e-01,2.141690297301879764e-01,2.651533990917251060e+00,3.563402370194778679e-01,7.073576223312436628e-01,-2.523930879873398717e-02,1.524403906542737830e-01,5.646256823273171355e-01,-9.842913547731388380e-02,8.788061739211976420e-01,-2.388029819347803784e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.107997699655245924e+03,7.230326071641478848e+03,7.179028532670833556e+03,8.435726817427448623e+03
1.023640711568398531e+00,4.549983139899010931e-01,9.993807695380474421e-02,-6.157185514634875290e-01,3.187231619874055344e+00,-2.143367599678898117e+00,1.759478797712476172e+00,-6.282229576027852092e-02,1.726526352558069299e-01,9.365592227476998710e-01,1.500987471695292896e+00,1.229118187221555747e+00,-2.497565394238833392e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.412380036780491537e+03,7.004740957172045455e+03,7.764403188317017339e+03,7.676277097555160253e+03,1.023640711568398753e+00,7.877908162579090323e-01,1.261302845369009773e-01,2.142062449462810991e-01,2.618491463872507641e+00,4.054727240855847681e-01,7.172584357759301810e-01,-2.932923066084743707e-02,1.593253556306306884e-01,5.440908815269128729e-01,-1.147718038411508351e-01,8.790776877756609764e-01,-2.361502604159242402e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.110652806560325189e+03,7.253229246781308575e+03,7.158466513043614214e+03,8.453092075368018413e+03
1.032100552159872731e+00,4.323075299240550784e-01,1.191808760143465706e-01,-6.274497556704988765e-01,3.189375757516298204e+00,-2.052986071889019382e+00,1.798898668328414496e+00,-5.401896871413298939e-02,1.820249464811542761e-01,9.144784710910439651e-01,1.500238883567522219e+00,1.282074142005347195e+00,-2.502780783418344424e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.405965406527568121e+03,6.998722808288511260e+03,7.769260269984400111e+03,7.692272001306538186e+03,1.032100552159873175e+00,7.615688712512622693e-01,1.376643858034955759e-01,2.139986220162930775e-01,2.584027955030846702e+00,4.527672194121236116e-01,7.267846855574723319e-01,-3.366741071711463335e-02,1.661364578800389180e-01,5.237339299047286678e-01,-1.311091219983133160e-01,8.798751441790197969e-01,-2.334390439803123662e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.113810654555374640e+03,7.277226667828676000e+03,7.137710715594392241e+03,8.469861489066141075e+03
1.040560392751347152e+00,4.096176662119395129e-01,1.370530238242274323e-01,-6.398068748066226830e-01,3.187685077691228663e+00,-1.961509507806071584e+00,1.838239356761458554e+00,-4.545166205399999576e-02,1.920137172884212318e-01,8.923774818596387215e-01,1.495728668340944978e+00,1.330859247160804282e+00,-2.507503238788932443e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.399602389844171739e+03,6.994489209926429794e+03,7.774980577884331979e+03,7.709612498642918581e+03,1.040560392751347596e+00,7.354599398563972379e-01,1.480835924293149863e-01,2.135555403176378209e-01,2.548213829293672461e+00,4.981814287128522034e-01,7.359500269673290296e-01,-3.824951130601043914e-02,1.728756242342386895e-01,5.035579376504842886e-01,-1.475329028702018208e-01,8.813619603615465703e-01,-2.306692097375099060e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.117441132496228420e+03,7.302333531063587543e+03,7.116793749413976911e+03,8.486027390870480303e+03
1.049020233342821573e+00,3.869835522571565267e-01,1.535571445605051488e-01,-6.527988126512576095e-01,3.182121384132188702e+00,-1.869123040317228091e+00,1.877227165745115389e+00,-3.716507862075267565e-02,2.025775157381456415e-01,8.702635223103650786e-01,1.487157860293660372e+00,1.375251354668295845e+00,-2.511776012425065652e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.394050097338659725e+03,6.992241769525444397e+03,7.781109577708892175e+03,7.728003742552449694e+03,1.049020233342821795e+00,7.095023498732396794e-01,1.574154453640482787e-01,2.128871086257213829e-01,2.511117169338124899e+00,5.416765177947674426e-01,7.447586856604594407e-01,-4.307237900186376700e-02,1.795470461387509153e-01,4.835660086276327152e-01,-1.641517153773910387e-01,8.837085994839425362e-01,-2.278406195100719067e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.121519303601769025e+03,7.328562421303599876e+03,7.095742619884267697e+03,8.501583430830829457e+03
1.057480073934295994e+00,3.644590095643205907e-01,1.687017694277443969e-01,-6.664277388885819775e-01,3.172666492229377244e+00,-1.776026567602424944e+00,1.915589507144370485e+00,-2.920532521031354162e-02,2.136724026694578615e-01,8.481414329165665178e-01,1.474293504001000787e+00,1.415129995186663603e+00,-2.515649480903480839e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.389236969971360850e+03,6.991771397886632258e+03,7.787680687164350275e+03,7.747196911339692633e+03,1.057480073934296216e+00,6.837330239697765322e-01,1.656882896903432156e-01,2.120037413708007468e-01,2.472805118223643905e+00,5.832156971451191163e-01,7.532301714530216241e-01,-4.813355108610235800e-02,1.861560658410946201e-01,4.637612089537885285e-01,-1.810815255882471386e-01,8.870873312988707404e-01,-2.249531376954568174e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.126010721105996709e+03,7.355915736593362453e+03,7.074598381832389350e+03,8.516536968031738070e+03
1.065939914525770194e+00,3.420964869816139342e-01,1.825018311439243202e-01,-6.806890139426891029e-01,3.159322968914525021e+00,-1.682432591771047647e+00,1.953062026947472551e+00,-2.161996067955795908e-02,2.252524908062432940e-01,8.260130167706629667e-01,1.456898454259786035e+00,1.450471877037395885e+00,-2.519286107494495219e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.385585473512756835e+03,6.993027738504643821e+03,7.794366944545246952e+03,7.766386725738406312e+03,1.065939914525770638e+00,6.581860807946087188e-01,1.729319210051208922e-01,2.109163056483756293e-01,2.433341631202001309e+00,6.227649421587047041e-01,7.613736583295910298e-01,-5.343211688198817172e-02,1.927103055019873945e-01,4.441464505572558785e-01,-1.984517414019374426e-01,8.916712867031981737e-01,-2.220066007256509710e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.130886857650036291e+03,7.384395462801720896e+03,7.053395034944122017e+03,8.530894096916961644e+03
1.074399755117244615e+00,3.199472517666905325e-01,1.949788986599443052e-01,-6.955710693540092526e-01,3.142112549274447275e+00,-1.588562586171525570e+00,1.989395392309702970e+00,-1.445781208027457562e-02,2.372713968823611796e-01,8.038762710768007080e-01,1.434888206790742249e+00,1.481467357395186202e+00,-2.522898416465531479e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.384118362032099867e+03,6.995770154453617579e+03,7.800597654483671249e+03,7.785114056602199526e+03,1.074399755117245059e+00,6.328942430622388482e-01,1.791767772811364567e-01,2.096358116932741100e-01,2.392789265920118424e+00,6.602919104726245880e-01,7.692140497249004838e-01,-5.896802590363866420e-02,1.992185165394052271e-01,4.247245349831957895e-01,-2.163974009758076467e-01,8.976315186070296104e-01,-2.190005853772353461e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.136102249899598064e+03,7.413990981071156057e+03,7.032182824718761367e+03,8.544684534441021242e+03
