time_ref,ref_dx,ref_dy,ref_dz,ref_vx,ref_vy,ref_vz,ref_phi,ref_theta,ref_psi,ref_p,ref_q,ref_r,ref_Mx_ext,ref_My_ext,ref_Mz_ext,ref_omega1,ref_omega2,ref_omega3,ref_omega4,time_cfc,cfc_dx,cfc_dy,cfc_dz,cfc_vx,cfc_vy,cfc_vz,cfc_phi,cfc_theta,cfc_psi,cfc_p,cfc_q,cfc_r,cfc_Mx_ext,cfc_My_ext,cfc_Mz_ext,cfc_omega1,cfc_omega2,cfc_omega3,cfc_omega4,time_conv,conv_dx,conv_dy,conv_dz,conv_vx,conv_vy,conv_vz,conv_phi,conv_theta,conv_psi,conv_p,conv_q,conv_r,conv_Mx_ext,conv_My_ext,conv_Mz_ext,conv_omega1,conv_omega2,conv_omega3,conv_omega4
2.537952177442310830e-01,-1.183590784579929167e+00,-2.656920137184942909e+00,-9.684154621794458517e-01,-7.436109980867114944e-01,-2.039270845202107107e+00,-4.966720341145448581e-01,-4.381863121894224444e-01,1.892844752314371548e-01,2.668148331627433478e+00,1.046421311785880492e+00,2.330584657325971143e-01,-2.480097655030040205e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.655830591999630997e+03,7.242485078111467374e+03,7.966501298188613873e+03,6.710262058359850926e+03,2.537952177442310275e-01,-1.152545367433796430e+00,-2.602373920138801200e+00,-1.133209701124898716e+00,-7.310351848320221224e-01,-2.080889618659730989e+00,-5.664230823264688741e-01,-4.952281833954965684e-01,1.979103355969590028e-01,2.656249451266361472e+00,9.982095086937549100e-01,3.699013722680506433e-01,-2.469669114715105973e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.574482376021844175e+03,7.209758316630131958e+03,7.845076532118217074e+03,6.703693890371197995e+03,2.537952177442310275e-01,-1.835294013579384931e+00,-2.094131173596807116e+00,-1.306871529109042696e+00,-1.041957458928510327e+00,-1.894472408977137423e+00,-5.674402954292306900e-01,-6.209488373723338617e-01,1.594317522854218627e-01,2.915026073035437371e+00,-7.723496174431928596e-01,3.474257830203260622e-01,-1.425785494609856263e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.153331672252373210e+03,7.643401867805824622e+03,6.527786361925956044e+03,6.499254256136846379e+03
2.622550583357054488e-01,-1.119364355143438683e+00,-2.672073240394881033e+00,-9.432662198642309814e-01,-7.124120247321774624e-01,-2.088204156648217236e+00,-4.922348674976471106e-01,-4.332161864920553995e-01,1.821674540398921516e-01,2.647853553289938766e+00,1.014684458034739611e+00,2.309203578322578665e-01,-2.504737181670773083e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.625741156670599594e+03,7.225817647863578713e+03,7.970396781574751003e+03,6.718801594589154774e+03,2.622550583357053933e-01,-1.088238098064939763e+00,-2.617443815032127752e+00,-1.110065560944336616e+00,-6.991106720569392197e-01,-2.133944799865885589e+00,-5.633836336187009186e-01,-4.907729972403816476e-01,1.907498817789193557e-01,2.635907395087540017e+00,9.836878754618922915e-01,3.713891323106535691e-01,-2.488263441436134205e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.541179577154161962e+03,7.203661073347749152e+03,7.844318170493534126e+03,6.715855215695969491e+03,2.622550583357053933e-01,-1.796267064872022701e+00,-2.091392301225864170e+00,-1.322273829478212592e+00,-1.026766013474253558e+00,-1.946713705493378965e+00,-5.932249631228398989e-01,-6.293511923855140688e-01,1.553245474821310645e-01,2.902864829418216441e+00,-7.618773325280105979e-01,5.277283040919620305e-01,-1.444563217417547563e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.172388854740714123e+03,7.625498974910627112e+03,6.522139190950175362e+03,6.480693158877579663e+03
2.707148989271798145e-01,-1.054645287744607307e+00,-2.685216830909312069e+00,-9.185760249212904238e-01,-6.792975850715621267e-01,-2.135999988922202775e+00,-4.874890158019485886e-01,-4.284008129274946564e-01,1.750299963876213449e-01,2.627376328026898467e+00,9.838806179932496621e-01,2.245889293942369414e-01,-2.528509140216359086e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.597150892178897266e+03,7.210495664862544800e+03,7.971883468490641462e+03,6.727907597494810034e+03,2.707148989271797590e-01,-1.023581677315610339e+00,-2.630552694700116767e+00,-1.086947274213441172e+00,-6.652714504114202176e-01,-2.185927476274128978e+00,-5.597308995511336427e-01,-4.863236493630734847e-01,1.836032903621309109e-01,2.615422910665430756e+00,9.694155580400277694e-01,3.693942686253819940e-01,-2.506352361740540768e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.509448733199838898e+03,7.197672528410307677e+03,7.842406988997457120e+03,6.728382436076109116e+03,2.707148989271797590e-01,-1.754981934088283735e+00,-2.088069581491982962e+00,-1.339733977556726963e+00,-1.009352477368139045e+00,-1.999286621777181860e+00,-6.207725854363175255e-01,-6.377282476526525690e-01,1.522681202818252644e-01,2.889697268094789440e+00,-7.401572167083915188e-01,7.116098943603940130e-01,-1.462058575315406950e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.187042836129098760e+03,7.607709431979526016e+03,6.518612202776726917e+03,6.467376779324631570e+03
2.791747395186541802e-01,-9.895342588921542948e-01,-2.696342357134581924e+00,-8.943152212083700370e-01,-6.443064507070579428e-01,-2.182614834548305183e+00,-4.824353716311401419e-01,-4.237238256212224607e-01,1.678437493241591305e-01,2.606737302027925640e+00,9.545149193128787957e-01,2.148613463610674623e-01,-2.551442889749194087e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.569919091145500715e+03,7.196506572842320566e+03,7.971222516670579353e+03,6.737413736524174965e+03,2.791747395186541247e-01,-9.586692307277890901e-01,-2.641689058370551901e+00,-1.063842593913400192e+00,-6.295550346673697284e-01,-2.236781673429187656e+00,-5.554701245443752766e-01,-4.818716976785896722e-01,1.764497032696798751e-01,2.594811516967695297e+00,9.556384230589491935e-01,3.644677665765355679e-01,-2.523999035887089626e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.478742263180853115e+03,7.192461726500461737e+03,7.839855241197715259e+03,6.740248935946478014e+03,2.791747395186541247e-01,-1.711389246609769765e+00,-2.084221320904287911e+00,-1.358943344986323964e+00,-9.896992275577904952e-01,-2.052188138869416978e+00,-6.498569857936847827e-01,-6.459985527819661622e-01,1.502711212487221060e-01,2.875496506221710824e+00,-7.077344857171232739e-01,8.974901533795779374e-01,-1.478583484474177423e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.196441090872267523e+03,7.589382886349884757e+03,6.519749449545861353e+03,6.459838786802566574e+03
2.876345801101285460e-01,-9.241222286134430641e-01,-2.705448994529600526e+00,-8.704550824670059805e-01,-6.074721483409865064e-01,-2.228007013486155152e+00,-4.770854744209354070e-01,-4.191644976608497886e-01,1.605881209458164816e-01,2.585952582514138509e+00,9.269653262986354836e-01,2.024671196986206345e-01,-2.573563314004396751e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.543929225561720159e+03,7.183839973111276777e+03,7.968630205372452110e+03,6.747182263758540103e+03,2.876345801101284905e-01,-8.935901277781601593e-01,-2.650844366433001476e+00,-1.040746014624146065e+00,-5.919986076620268323e-01,-2.286451659187350938e+00,-5.506087056730573082e-01,-4.774079420872300306e-01,1.692731827826393920e-01,2.574086834408152669e+00,9.424967686514278409e-01,3.572911906941513838e-01,-2.540920878455242615e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.449539716547014905e+03,7.188484213907820958e+03,7.835600749268109212e+03,6.751800392817474858e+03,2.876345801101284905e-01,-1.665448232328425426e+00,-2.079908723794424930e+00,-1.379570111900235929e+00,-9.677884562726150053e-01,-2.105417716156335217e+00,-6.802235033967619637e-01,-6.540888924583327935e-01,1.493298171349767833e-01,2.860242693703350714e+00,-6.655028773791872299e-01,1.083386623947943050e+00,-1.494308614071900854e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.200017417583343558e+03,7.570109439511835262e+03,6.526899872486577806e+03,6.458286350485802359e+03
2.960944207016029117e-01,-8.584959007660979413e-01,-2.712539008669833329e+00,-8.469673727441364708e-01,-5.688266904417469405e-01,-2.272135357849976778e+00,-4.714336464851212050e-01,-4.147004355518791874e-01,1.532462397768581952e-01,2.565036187931733380e+00,9.015504261892375304e-01,1.880985906409845532e-01,-2.594898629731656747e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.519020357381978101e+03,7.172449265598949751e+03,7.964368666359785493e+03,6.757109141057466331e+03,2.960944207016028562e-01,-8.284270875184046590e-01,-2.658014987142633068e+00,-1.017655461576740139e+00,-5.526370150712761609e-01,-2.334882887509469374e+00,-5.451583740405556711e-01,-4.729216621008047738e-01,1.620630731331572649e-01,2.553259447798937209e+00,9.302804956962971161e-01,3.484898649453289643e-01,-2.557383365530192521e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.421921659992760397e+03,7.185090817940265879e+03,7.830897414263535211e+03,6.763671434159824457e+03,2.960944207016028562e-01,-1.617136468875960853e+00,-2.075189599350597547e+00,-1.401263720830030701e+00,-9.436087934292628487e-01,-2.158974654002385751e+00,-7.115919202105304153e-01,-6.619368005120954690e-01,1.494270597904948372e-01,2.843926503258461302e+00,-6.148200738512862307e-01,1.267008761196276367e+00,-1.509250683415201522e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.196310219309210879e+03,7.549940483431503708e+03,6.541576029578295675e+03,6.462571922924555111e+03
3.045542612930772775e-01,-7.927346110364182907e-01,-2.717619666890267016e+00,-8.238249692451374839e-01,-5.283987475722032867e-01,-2.314958522908451055e+00,-4.654840386005614228e-01,-4.103068340012837600e-01,1.458082074187139476e-01,2.543998331888483566e+00,8.784759025865495063e-01,1.723693190055324842e-01,-2.615472884448711621e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.495059204540481005e+03,7.162295857954350140e+03,7.958654985999975906e+03,6.767108208519935943e+03,3.045542612930772219e-01,-7.632575166543543732e-01,-2.663202293634306272e+00,-9.945690153643744758e-01,-5.115035799920973902e-01,-2.382022258829419759e+00,-5.391251358248345671e-01,-4.684003494111592114e-01,1.548126766684753408e-01,2.532337475860983123e+00,9.191978567306634540e-01,3.385372458592270650e-01,-2.573168029447389760e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.394866713025592617e+03,7.182184009439101828e+03,7.824989373883983717e+03,6.775261951668357142e+03,3.045542612930772219e-01,-1.566459098307038111e+00,-2.070109511592082896e+00,-1.423664883689776284e+00,-9.171619751235463580e-01,-2.212853837764906295e+00,-7.436681762734713708e-01,-6.694948982601008902e-01,1.505313318261840561e-01,2.826552123366366409e+00,-5.576933963286793139e-01,1.445829257564415826e+00,-1.523359823095728816e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.184131591716228286e+03,7.529375793156093096e+03,6.564826232776542383e+03,6.472268302594748093e+03
3.130141018845516432e-01,-7.269145981703715176e-01,-2.720700155433371403e+00,-8.010014250222305954e-01,-4.862164486890933057e-01,-2.356434825434166935e+00,-4.592258124870801650e-01,-4.059581443030791381e-01,1.382673820360281192e-01,2.522847519501059566e+00,8.578967183774790506e-01,1.558528942880037516e-01,-2.635308506252222571e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.471878200810424460e+03,7.153309649038263160e+03,7.951725057095974989e+03,6.777126760025873409e+03,3.130141018845515877e-01,-6.981561991994369443e-01,-2.666410808058629733e+00,-9.714862507423552840e-01,-4.686324666196478583e-01,-2.427816998175668761e+00,-5.325092351757126918e-01,-4.638306261543858056e-01,1.475192137213305055e-01,2.511327508097326966e+00,9.093252774845093089e-01,3.278773922596026069e-01,-2.588355832326716399e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.368397862694009746e+03,7.179842576268278208e+03,7.818376226421245519e+03,6.786586869101581215e+03,3.130141018845515877e-01,-1.513452812878275600e+00,-2.064695712376404479e+00,-1.446417711638268377e+00,-8.884653720768411755e-01,-2.267042938787796835e+00,-7.761539169807278871e-01,-6.767348175788377995e-01,1.525957870471976729e-01,2.808137914529445389e+00,-4.964056003329636590e-01,1.617351691087007604e+00,-1.536833784007225701e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.163574240542390726e+03,7.507735786435590853e+03,6.595580814249147807e+03,6.486082839090643574e+03
3.214739424760260089e-01,-6.611069409220899917e-01,-2.721792702044362855e+00,-7.784718771248883007e-01,-4.423065953041668275e-01,-2.396521005793882164e+00,-4.526575232346726207e-01,-4.016280969431965664e-01,1.306231051048958036e-01,2.501589211265029089e+00,8.398746464142694546e-01,1.390423917221763062e-01,-2.654424507868067273e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.449338575190100528e+03,7.145432584097194194e+03,7.943774236014044618e+03,6.787121146585754104e+03,3.214739424760259534e-01,-6.331910260549602487e-01,-2.667648753239738380e+00,-9.484087798196960684e-01,-4.240546943683535241e-01,-2.472214704946124719e+00,-5.253188084914477418e-01,-4.591991702730694458e-01,1.401826199975933496e-01,2.490233190288382303e+00,9.007298076121768027e-01,3.168823232605184614e-01,-2.603169550519822462e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.343251549632188471e+03,7.178044880890108288e+03,7.811941719587122861e+03,6.798191145486094683e+03,3.214739424760259534e-01,-1.458184641011868621e+00,-2.058957655881797244e+00,-1.469177216552957077e+00,-8.575501439978937546e-01,-2.321522532937112970e+00,-8.087578794443329722e-01,-6.836471485540388526e-01,1.555580417297673934e-01,2.788714808128883060e+00,-4.331710636019125427e-01,1.779221246541962120e+00,-1.550068408480052451e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.135298806134264851e+03,7.484587432659147453e+03,6.634122213555242524e+03,6.503472061311986181e+03
3.299337830675003747e-01,-5.953806163055475054e-01,-2.720910677569133185e+00,-7.562124163073942196e-01,-3.966963859478644938e-01,-2.435172932523858691e+00,-4.457649985325234376e-01,-3.972904491747137889e-01,1.228774402942788835e-01,2.480227521650719247e+00,8.244308129120210271e-01,1.223911770027195089e-01,-2.672840943584493090e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.427284278576335055e+03,7.138575610739111653e+03,7.935015048067268253e+03,6.797080094817968529e+03,3.299337830675003191e-01,-5.684272026966580293e-01,-2.666927218855165371e+00,-9.253378860067618117e-01,-3.778018285304369783e-01,-2.515163131570657296e+00,-5.175585330130446637e-01,-4.544920617426607690e-01,1.328056815194501583e-01,2.469056706509779264e+00,8.935535574704573936e-01,3.058822424242528815e-01,-2.617389317622771827e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.318611250845320683e+03,7.176344012913748884e+03,7.804634500409503744e+03,6.809769829603420476e+03,3.299337830675003191e-01,-1.400757461746785504e+00,-2.052884415011287711e+00,-1.491613569439763198e+00,-8.244673759837584104e-01,-2.376264223455082814e+00,-8.411989583044846563e-01,-6.902385692813783891e-01,1.593429618981831719e-01,2.768327214905024647e+00,-3.696470543438798995e-01,1.929518525829105213e+00,-1.562768626682934370e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.100912906148853835e+03,7.459452297178452682e+03,6.675905238152572565e+03,6.523498225835751327e+03
3.383936236589747959e-01,-5.298012035939991815e-01,-2.718069285329461682e+00,-7.342012976817792191e-01,-3.494134932641983493e-01,-2.472344141449255073e+00,-4.385432660945986494e-01,-3.929196135026807868e-01,1.150373275992195160e-01,2.458764209825015090e+00,8.115136625410339644e-01,1.062741167106045909e-01,-2.690574810288608898e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.405586077979860420e+03,7.132664979857634535e+03,7.925623497286185739e+03,6.806994268513720272e+03,3.383936236589746849e-01,-5.039300045572897568e-01,-2.664259394208424947e+00,-9.022744071364352525e-01,-3.299086918340571883e-01,-2.556609923937017470e+00,-5.092217984660781793e-01,-4.496949345954293076e-01,1.253940606030599370e-01,2.447799763847326560e+00,8.877086650525812805e-01,2.951001899551566332e-01,-2.631030133427225692e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.293317972029362863e+03,7.174783283923788986e+03,7.797253833032701550e+03,6.820838654994328863e+03,3.383936236589746849e-01,-1.341302836890743810e+00,-2.046454836284570700e+00,-1.513411095372835691e+00,-7.892823128183031889e-01,-2.431235784008734857e+00,-8.732043831416396173e-01,-6.965255352384532861e-01,1.638643968108159377e-01,2.747029033615332239e+00,-3.069377840466870344e-01,2.066555325476238991e+00,-1.575802375214763185e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.060988879991547037e+03,7.430663410245030718e+03,6.722681628776646903e+03,6.545906597235573827e+03
3.468534642504491616e-01,-4.644329597382723662e-01,-2.713284429070958126e+00,-7.124180252870542240e-01,-3.004868058071256121e-01,-2.507987061778845117e+00,-4.309767486426290262e-01,-3.884906340857501306e-01,1.071118585904471954e-01,2.437200020526774757e+00,8.010410367692654132e-01,9.102829314084728840e-02,-2.707645509321301880e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.384111576044510002e+03,7.127600168035221031e+03,7.915789755064380188e+03,6.816885202561126789e+03,3.468534642504490506e-01,-4.397614854397896567e-01,-2.659659440604505320e+00,-8.792239064851280483e-01,-2.804100570118499003e-01,-2.596501724038898118e+00,-5.003086884281571223e-01,-4.447954239202663307e-01,1.179548052810441422e-01,2.426462603165384646e+00,8.830363147577314775e-01,2.847560819766172813e-01,-2.644246327473836811e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.268772686767802952e+03,7.173561429712051904e+03,7.789709122275916343e+03,6.831753167500451127e+03,3.468534642504490506e-01,-1.279980917489822234e+00,-2.039640565105071079e+00,-1.534269351493204203e+00,-7.520734506049793211e-01,-2.486402132208100912e+00,-9.045178116396681567e-01,-7.025308042800176844e-01,1.690253941422164563e-01,2.724882815554738880e+00,-2.458408949073436212e-01,2.189010498923535941e+00,-1.589041259923259064e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.017731099943452136e+03,7.399449648330711170e+03,6.771149484853098329e+03,6.569158957043653572e+03
3.553133048419234719e-01,-3.993380950366305915e-01,-2.706573219644032413e+00,-6.908448276087588713e-01,-2.499472208125066708e-01,-2.542051576512095235e+00,-4.230593694480088707e-01,-3.839802573674392927e-01,9.911385990261843693e-02,2.415533977346705719e+00,7.928779198265017980e-01,7.691735769705827785e-02,-2.724069589887289755e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.362751127148789237e+03,7.123297926372279107e+03,7.905671313104168803e+03,6.826770731396570227e+03,3.553133048419234163e-01,-3.759820641749583303e-01,-2.653143219561048038e+00,-8.561932030611303368e-01,-2.293424311227694190e-01,-2.634784688936838482e+00,-4.908232382849030961e-01,-4.397818707096389779e-01,1.104971718974868955e-01,2.405044487467943082e+00,8.795314280926050943e-01,2.750826664492868057e-01,-2.656880966548334388e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.244336838903063835e+03,7.172477605798350851e+03,7.781984825925661426e+03,6.842858977141993819e+03,3.553133048419234163e-01,-1.216970283499021255e+00,-2.032412242692394955e+00,-1.553907754698490518e+00,-7.129238102933065369e-01,-2.541728391105749996e+00,-9.349026835615694697e-01,-7.082796456138078511e-01,1.747209954506469265e-01,2.701955027466744319e+00,-1.866766190475256382e-01,2.296103840150241382e+00,-1.603744933100659686e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.973574677916073597e+03,7.364320133100624844e+03,6.822477304125492992e+03,6.592305106476999754e+03
3.637731454333978376e-01,-3.345780846707645528e-01,-2.697953278608371086e+00,-6.694654408802979129e-01,-1.978275372484102623e-01,-2.574486491860351833e+00,-4.147760342367905473e-01,-3.793663028183210661e-01,9.105774159812451973e-02,2.393764397255581322e+00,7.868685921829671193e-01,6.417138660796882499e-02,-2.739865690455142833e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.341403111969479141e+03,7.119653692106144263e+03,7.895421840289984175e+03,6.836687887322883398e+03,3.637731454333977821e-01,-3.126517463635433702e-01,-2.644728399672529484e+00,-8.331892623515164686e-01,-1.767452533468918119e-01,-2.671404848297206147e+00,-4.807670041845655273e-01,-4.346431213571438357e-01,1.030321493466543337e-01,2.383544230862610469e+00,8.771320495303882581e-01,2.662242247421899299e-01,-2.669026285013343713e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.219937639849449624e+03,7.171422792486803701e+03,7.774283435099682720e+03,6.853941098360212891e+03,3.637731454333977821e-01,-1.152464801799010008e+00,-2.024743315624692563e+00,-1.572065319288754370e+00,-6.719187192352302773e-01,-2.597181645015945506e+00,-9.641389712798765776e-01,-7.137952505647868762e-01,1.808409632521684463e-01,2.678314449241972817e+00,-1.292406798741888296e-01,2.387558363502200631e+00,-1.619691652946805727e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.930651733964147752e+03,7.326485051431854117e+03,6.873465302331625935e+03,6.614512300077258260e+03
3.722329860248722588e-01,-2.702133359645776389e-01,-2.687443253184091940e+00,-6.482667461105316997e-01,-1.441638129352663666e-01,-2.605238305945314803e+00,-4.061217355209357227e-01,-3.746290120125304601e-01,8.296057088594675777e-02,2.371888456789481125e+00,7.828243692885539229e-01,5.295779558415936172e-02,-2.755049858992641543e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.319983374011670094e+03,7.116580870942798356e+03,7.885168598799631582e+03,6.846667339168573562e+03,3.722329860248721478e-01,-2.498284478504820827e-01,-2.634434516646963154e+00,-8.102195484057680419e-01,-1.226592939346243527e-01,-2.706308236748367957e+00,-4.701406499035364894e-01,-4.293688674489178347e-01,9.557194339916406933e-02,2.361959691266865224e+00,8.758129811966768319e-01,2.583576297128363231e-01,-2.680699251479761180e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.195888512419196559e+03,7.170334719164146918e+03,7.766219772287339765e+03,6.864925652868479119e+03,3.722329860248721478e-01,-1.086675222225443882e+00,-2.016610619678349092e+00,-1.588500447990379039e+00,-6.291530235870996801e-01,-2.652731178065111717e+00,-9.920124297265290325e-01,-7.190932855939849988e-01,1.872770917023949266e-01,2.654032513034814578e+00,-7.276462648370990438e-02,2.463629631587378022e+00,-1.636929540374423064e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.890022506603627335e+03,7.285660841273215738e+03,6.922905892545728420e+03,6.635961434869847835e+03
3.806928266163466246e-01,-2.063039440666475377e-01,-2.675062303527985019e+00,-6.272372856938255303e-01,-8.899456522555443394e-02,-2.634252686844841485e+00,-3.970835576360656760e-01,-3.697499774647018400e-01,7.484049222815084002e-02,2.349902909091790892e+00,7.805448276052155965e-01,4.341624110408219550e-02,-2.769636385514692822e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.298411834541208009e+03,7.113977009284855740e+03,7.875017749469008777e+03,6.856750528328559085e+03,3.806928266163465135e-01,-1.875688715725993827e-01,-2.622282987318312664e+00,-7.872911967966802482e-01,-6.712765566515725701e-02,-2.739440837656169858e+00,-4.589470461195408468e-01,-4.239493958325171175e-01,8.813017205496492812e-02,2.340288101264245135e+00,8.754487670014675649e-01,2.515564421800787209e-01,-2.691910250327155030e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.171576069998482126e+03,7.169358793696028442e+03,7.759061695819816123e+03,6.876293095779233226e+03,3.806928266163465135e-01,-1.019825057841579063e+00,-2.008000171650806909e+00,-1.602988106601003659e+00,-5.847300934258690130e-01,-2.708351682145889505e+00,-1.018307176379576573e+00,-7.241778297783554308e-01,1.939258821093568508e-01,2.629181924764752765e+00,-1.617368533965769795e-02,2.524830640067531107e+00,-1.655084406811750508e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.852065891038892005e+03,7.242926209253406341e+03,6.969476300912288934e+03,6.656726021063090229e+03
3.891526672078209903e-01,-1.429096505831209118e-01,-2.660830753682641880e+00,-6.063689472598718933e-01,-3.236260882652501614e-02,-2.661473610446779325e+00,-3.876588569654334515e-01,-3.647136365144853509e-01,6.671737772730629290e-02,2.327803911439963791e+00,7.798131237812802041e-01,3.563592262262892801e-02,-2.783637644436267156e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.276622175824242731e+03,7.111757259326132043e+03,7.865057210041863073e+03,6.866971774668201761e+03,3.891526672078208793e-01,-1.259311121361295360e-01,-2.608295894088975775e+00,-7.644143974208947867e-01,-1.019821822971125891e-02,-2.770748266156678241e+00,-4.471912891844057603e-01,-4.183769708514770702e-01,8.072106522259575589e-02,2.318527187945664370e+00,8.758287295055031674e-01,2.458731145426844289e-01,-2.702525131429003302e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.147093023757055562e+03,7.168577210192599523e+03,7.751637601570735569e+03,6.887559233778625639e+03,3.891526672078208793e-01,-9.521410452116153555e-01,-1.998912001321218712e+00,-1.615320514903702875e+00,-5.387534188317831818e-01,-2.764025426525420492e+00,-1.042813150465290439e+00,-7.290403466308089664e-01,2.006892144621376661e-01,2.603833445939550906e+00,4.169562117747320495e-02,2.571976765121730679e+00,-1.674659440881822281e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.819021193128228333e+03,7.199338794555761524e+03,7.014142962730911677e+03,6.676672607065865122e+03
3.976125077992953560e-01,-8.009013583504129286e-02,-2.644769580576246781e+00,-5.856553174168651621e-01,2.568637675596815301e-02,-2.686844624796115966e+00,-3.778381732577723584e-01,-3.595059234726116770e-01,5.861174711593486464e-02,2.305587444374090467e+00,7.804081180802302509e-01,2.968371778930194160e-02,-2.797066107789140332e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.254563952690750739e+03,7.109827950657711881e+03,7.855364405925986830e+03,6.877381483566502538e+03,3.976125077992952450e-01,-6.497325660361122357e-02,-2.592496581342073281e+00,-7.416016283334400105e-01,4.807731639947460112e-02,-2.800176382485203952e+00,-4.348802195253773095e-01,-4.126456043960546327e-01,7.335996210195916412e-02,2.296674665310170393e+00,8.767803565168265090e-01,2.414051503534762055e-01,-2.712614990293834349e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,8.122475918719667789e+03,7.168006092279790209e+03,7.744663441222644906e+03,6.899104308668195699e+03,3.976125077992952450e-01,-8.838481766272411333e-01,-1.989361199273985914e+00,-1.625307475561134973e+00,-4.913244265062144400e-01,-2.819742604003195208e+00,-1.065322986362028379e+00,-7.336588588701119518e-01,2.074769612796338869e-01,2.578054506869661200e+00,1.022147493909367766e-01,2.606236800198801440e+00,-1.695153805226549570e+00,-2.584718532831941848e-02,-1.033819953489917634e-02,-1.966480388550254088e-03,7.791780132028609842e+03,7.156227179487587819e+03,7.055074354199417940e+03,6.696261400154516195e+03
