episode,step,time_s,u1_rpm,u2_rpm,u3_rpm,u4_rpm,du1_rpm,du2_rpm,du3_rpm,du4_rpm
1,0,0.0,5000.0,8771.6343998909,10000.0,7607.428133487701,0.0,0.0,0.0,0.0
1,1,0.01,5125.235039740801,8404.230177402496,9995.94897031784,7716.401815414429,125.23503974080086,-367.4042224884033,-4.051029682159424,108.9736819267273
1,2,0.02,5269.27949860692,8306.733667850494,10000.0,7802.928984165192,144.04445886611938,-97.49650955200195,4.051029682159424,86.52716875076294
1,3,0.03,5879.049450159073,8287.842571735382,10000.0,8051.189482212067,609.7699515521526,-18.891096115112305,0.0,248.260498046875
1,4,0.04,6470.032632350922,8298.574090003967,10000.0,8202.285766601562,590.9831821918488,10.731518268585205,0.0,151.09628438949585
1,5,0.05,7037.228941917419,8257.776200771332,9962.354004383087,8367.908596992493,567.1963095664978,-40.7978892326355,-37.64599561691284,165.62283039093018
1,6,0.06,7534.877955913544,8225.359320640564,9845.34740447998,8546.746969223022,497.64901399612427,-32.41688013076782,-117.00659990310669,178.83837223052979
1,7,0.07,8039.859235286713,8331.98219537735,9571.150839328766,8733.682334423065,504.98127937316895,106.62287473678589,-274.1965651512146,186.93536520004272
1,8,0.08,8677.80715227127,8422.72162437439,9179.458022117615,8926.035761833191,637.9479169845581,90.7394289970398,-391.6928172111511,192.35342741012573
1,9,0.09,9233.846068382263,8506.871461868286,8773.724734783173,9131.722152233124,556.0389161109924,84.14983749389648,-405.73328733444214,205.68639039993286
1,10,0.1,9727.276861667633,8565.17106294632,8492.693603038788,9271.438717842102,493.4307932853699,58.29960107803345,-281.03113174438477,139.71656560897827
1,11,0.11,9933.504462242126,8601.028621196747,8265.76143503189,9401.805102825165,206.2276005744934,35.857558250427246,-226.93216800689697,130.36638498306274
1,12,0.12,9956.614375114441,8685.79775094986,8240.257501602173,9419.969618320465,23.109912872314453,84.7691297531128,-25.503933429718018,18.164515495300293
1,13,0.13,9948.724210262299,8797.112703323364,8159.914612770081,9419.261515140533,-7.890164852142334,111.31495237350464,-80.34288883209229,-0.7081031799316406
1,14,0.14,9949.45377111435,8945.192992687225,8130.8794021606445,9414.349496364594,0.7295608520507812,148.08028936386108,-29.035210609436035,-4.912018775939941
1,15,0.15,9957.26466178894,9036.740362644196,8106.184601783752,9400.849640369415,7.8108906745910645,91.54736995697021,-24.69480037689209,-13.499855995178223
1,16,0.16,9969.758689403534,9120.685756206512,8081.918358802795,9367.38908290863,12.494027614593506,83.9453935623169,-24.26624298095703,-33.46055746078491
1,17,0.17,9972.300231456757,9190.87439775467,8090.873658657074,9286.225140094757,2.5415420532226562,70.18864154815674,8.955299854278564,-81.16394281387329
1,18,0.18,9972.217679023743,9250.899255275726,8081.295490264893,9217.66847372055,-0.08255243301391602,60.02485752105713,-9.578168392181396,-68.55666637420654
1,19,0.19,9988.186657428741,9289.718866348267,8076.986372470856,9130.58876991272,15.96897840499878,38.81961107254028,-4.309117794036865,-87.07970380783081
1,20,0.2,9990.920722484589,9285.750389099121,8085.728287696838,9070.08707523346,2.734065055847168,-3.968477249145508,8.741915225982666,-60.501694679260254
1,21,0.21,9993.02327632904,9257.692694664001,8086.346387863159,9004.406929016113,2.1025538444519043,-28.05769443511963,0.6181001663208008,-65.68014621734619
1,22,0.22,9984.404444694519,9208.175539970398,8115.779757499695,8952.251970767975,-8.618831634521484,-49.517154693603516,29.433369636535645,-52.15495824813843
1,23,0.23,9960.568249225616,9143.574237823486,8138.94659280777,8899.160921573639,-23.836195468902588,-64.60130214691162,23.16683530807495,-53.09104919433594
1,24,0.24,9934.824407100677,9083.42182636261,8144.484460353851,8842.86493062973,-25.743842124938965,-60.152411460876465,5.537867546081543,-56.29599094390869
1,25,0.25,9895.075559616089,9053.17485332489,8166.135549545288,8788.698613643646,-39.74884748458862,-30.246973037719727,21.651089191436768,-54.166316986083984
1,26,0.26,9860.351383686066,9025.59757232666,8195.712566375732,8742.886483669281,-34.72417593002319,-27.57728099822998,29.577016830444336,-45.812129974365234
1,27,0.27,9831.408858299255,9011.70164346695,8255.531191825867,8701.66540145874,-28.942525386810303,-13.895928859710693,59.81862545013428,-41.22108221054077
1,28,0.28,9801.129698753357,9014.109671115875,8361.3783121109,8686.74635887146,-30.279159545898438,2.4080276489257812,105.84712028503418,-14.919042587280273
1,29,0.29,9754.206836223602,9028.635025024414,8488.102555274963,8677.55502462387,-46.92286252975464,14.525353908538818,126.7242431640625,-9.191334247589111
1,30,0.3,9686.938524246216,9021.135568618774,8635.534644126892,8693.256080150604,-67.26831197738647,-7.499456405639648,147.4320888519287,15.701055526733398
1,31,0.31,9629.831314086914,9018.586277961731,8810.635507106781,8731.90850019455,-57.10721015930176,-2.549290657043457,175.10086297988892,38.65242004394531
1,32,0.32,9540.044367313385,9015.91271162033,9024.811685085297,8766.230642795563,-89.78694677352905,-2.6735663414001465,214.17617797851562,34.322142601013184
1,33,0.33,9428.75325679779,9030.699133872986,9228.682518005371,8827.444016933441,-111.29111051559448,14.78642225265503,203.87083292007446,61.21337413787842
1,34,0.34,9306.000769138336,9034.90036725998,9452.15791463852,8906.243443489075,-122.75248765945435,4.201233386993408,223.4753966331482,78.79942655563354
1,35,0.35000000000000003,9142.662584781647,9028.442800045013,9696.032702922821,8967.04912185669,-163.33818435668945,-6.45756721496582,243.87478828430176,60.805678367614746
1,36,0.36,8929.2573928833,9045.73380947113,9892.828166484833,9015.11162519455,-213.40519189834595,17.291009426116943,196.79546356201172,48.06250333786011
1,37,0.37,8732.340335845947,9048.539102077484,9997.150301933289,9049.57503080368,-196.91705703735352,2.8052926063537598,104.32213544845581,34.46340560913086
1,38,0.38,8571.55591249466,9024.289548397064,9975.115358829498,9026.565551757812,-160.78442335128784,-24.249553680419922,-22.034943103790283,-23.00947904586792
1,39,0.39,8456.603586673737,9030.263423919678,9963.972568511963,8983.856737613678,-114.95232582092285,5.973875522613525,-11.1427903175354,-42.70881414413452
1,40,0.4,8403.214812278748,9022.675454616547,9984.119832515717,8943.328559398651,-53.388774394989014,-7.5879693031311035,20.147264003753662,-40.528178215026855
1,41,0.41000000000000003,8371.041417121887,9007.596969604492,9982.573390007019,8924.325704574585,-32.17339515686035,-15.078485012054443,-1.5464425086975098,-19.002854824066162
1,42,0.42,8348.188400268555,8988.644778728485,10000.0,8916.065990924835,-22.85301685333252,-18.95219087600708,17.426609992980957,-8.259713649749756
1,43,0.43,8330.994546413422,8963.285386562347,10000.0,8907.75442123413,-17.193853855133057,-25.359392166137695,0.0,-8.311569690704346
1,44,0.44,8322.15040922165,8944.046199321747,10000.0,8896.167576313019,-8.844137191772461,-19.239187240600586,0.0,-11.58684492111206
1,45,0.45,8329.20104265213,8919.57014799118,10000.0,8877.919018268585,7.050633430480957,-24.476051330566406,0.0,-18.248558044433594
1,46,0.46,8338.079750537872,8894.506692886353,10000.0,8873.86292219162,8.878707885742188,-25.06345510482788,0.0,-4.056096076965332
1,47,0.47000000000000003,8353.058099746704,8872.726261615753,10000.0,8863.01726102829,14.978349208831787,-21.780431270599365,0.0,-10.845661163330078
1,48,0.48,8367.16502904892,8849.135339260101,10000.0,8851.11540555954,14.106929302215576,-23.590922355651855,0.0,-11.90185546875
1,49,0.49,8385.206758975983,8826.631605625153,10000.0,8834.762871265411,18.04172992706299,-22.50373363494873,0.0,-16.352534294128418
1,50,0.5,8405.598104000092,8801.949620246887,9989.881217479706,8820.639550685883,20.391345024108887,-24.68198537826538,-10.11878252029419,-14.123320579528809
1,51,0.51,8425.03309249878,8780.048787593842,9970.484673976898,8804.315328598022,19.434988498687744,-21.900832653045654,-19.396543502807617,-16.324222087860107
1,52,0.52,8444.709479808807,8761.138021945953,9948.087334632874,8785.073459148407,19.676387310028076,-18.910765647888184,-22.397339344024658,-19.24186944961548
1,53,0.53,8461.990356445312,8737.339079380035,9921.797811985016,8768.764436244965,17.280876636505127,-23.79894256591797,-26.289522647857666,-16.309022903442383
1,54,0.54,8476.49097442627,8715.923130512238,9892.99088716507,8750.378787517548,14.500617980957031,-21.41594886779785,-28.80692481994629,-18.385648727416992
1,55,0.55,8491.5891289711,8693.191409111023,9857.294857501984,8730.75932264328,15.098154544830322,-22.7317214012146,-35.69602966308594,-19.619464874267578
1,56,0.56,8501.117527484894,8668.371438980103,9818.162024021149,8712.81087398529,9.528398513793945,-24.81997013092041,-39.13283348083496,-17.948448657989502
1,57,0.5700000000000001,8510.807752609253,8644.759953022003,9773.906469345093,8694.631159305573,9.69022512435913,-23.611485958099365,-44.25555467605591,-18.179714679718018
1,58,0.58,8514.193892478943,8620.34261226654,9720.467031002045,8681.120872497559,3.3861398696899414,-24.417340755462646,-53.439438343048096,-13.510286808013916
