episode,step,time_s,u1_rpm,u2_rpm,u3_rpm,u4_rpm,du1_rpm,du2_rpm,du3_rpm,du4_rpm
1,0,0.0,5000.0,8964.950144290924,9946.032762527466,8189.010918140411,0.0,0.0,0.0,0.0
1,1,0.01,5103.871328756213,8753.519356250763,10000.0,8171.81795835495,103.87132875621319,-211.43078804016113,53.96723747253418,-17.192959785461426
1,2,0.02,5201.2063190341,8645.660281181335,9999.8939037323,8368.537425994873,97.33499027788639,-107.85907506942749,-0.10609626770019531,196.7194676399231
1,3,0.03,5947.709679603577,8595.614433288574,10000.0,8412.392437458038,746.5033605694771,-50.04584789276123,0.10609626770019531,43.85501146316528
1,4,0.04,6596.52441740036,8576.84701681137,10000.0,8585.98381280899,648.8147377967834,-18.76741647720337,0.0,173.59137535095215
1,5,0.05,7292.601019144058,8568.043410778046,9973.771870136261,8825.732171535492,696.0766017436981,-8.803606033325195,-26.228129863739014,239.74835872650146
1,6,0.06,7947.621047496796,8595.778942108154,9718.882441520691,8907.522857189178,655.0200283527374,27.735531330108643,-254.88942861557007,81.79068565368652
1,7,0.07,8378.055393695831,8681.262731552124,9380.701184272766,8952.338099479675,430.43434619903564,85.48378944396973,-338.1812572479248,44.815242290496826
1,8,0.08,8851.129710674286,8731.30351305008,9071.736633777618,9078.21238040924,473.0743169784546,50.04078149795532,-308.9645504951477,125.87428092956543
1,9,0.09,9354.45249080658,8744.27616596222,8696.656227111816,9171.362519264221,503.3227801322937,12.972652912139893,-375.080406665802,93.15013885498047
1,10,0.1,9762.043952941895,8800.088167190552,8291.17476940155,9265.811145305634,407.59146213531494,55.81200122833252,-405.4814577102661,94.44862604141235
1,11,0.11,9965.223968029022,8862.422406673431,8044.8490381240845,9290.114343166351,203.18001508712769,62.33423948287964,-246.32573127746582,24.303197860717773
1,12,0.12,10000.0,8955.606520175934,7971.258759498596,9277.364909648895,34.77603197097778,93.18411350250244,-73.59027862548828,-12.749433517456055
1,13,0.13,10000.0,9053.882956504822,7883.282899856567,9254.423677921295,0.0,98.27643632888794,-87.97585964202881,-22.941231727600098
1,14,0.14,10000.0,9146.125316619873,7854.799926280975,9242.232739925385,0.0,92.24236011505127,-28.48297357559204,-12.190937995910645
1,15,0.15,10000.0,9184.788763523102,7872.545123100281,9222.298860549927,0.0,38.66344690322876,17.74519681930542,-19.933879375457764
1,16,0.16,9995.369613170624,9197.045862674713,7922.483682632446,9190.506637096405,-4.630386829376221,12.257099151611328,49.93855953216553,-31.79222345352173
1,17,0.17,9997.09039926529,9187.402129173279,7981.300055980682,9176.50818824768,1.7207860946655273,-9.643733501434326,58.816373348236084,-13.998448848724365
1,18,0.18,9997.034966945648,9179.688096046448,8053.6991357803345,9143.276512622833,-0.05543231964111328,-7.714033126831055,72.3990797996521,-33.23167562484741
1,19,0.19,10000.0,9184.835851192474,8106.4289808273315,9110.361635684967,2.9650330543518066,5.147755146026611,52.72984504699707,-32.91487693786621
1,20,0.2,10000.0,9198.625981807709,8160.953223705292,9098.359048366547,0.0,13.790130615234375,54.524242877960205,-12.00258731842041
1,21,0.21,10000.0,9216.343462467194,8186.129629611969,9064.430892467499,0.0,17.717480659484863,25.176405906677246,-33.92815589904785
1,22,0.22,9993.577897548676,9239.005148410797,8254.038393497467,9030.72327375412,-6.422102451324463,22.661685943603516,67.90876388549805,-33.707618713378906
1,23,0.23,9958.437383174896,9248.460233211517,8363.574147224426,8994.967639446259,-35.1405143737793,9.455084800720215,109.53575372695923,-35.75563430786133
1,24,0.24,9930.098950862885,9245.81378698349,8505.357503890991,8968.827426433563,-28.33843231201172,-2.6464462280273438,141.78335666656494,-26.140213012695312
1,25,0.25,9899.792969226837,9230.917394161224,8645.919859409332,8955.941200256348,-30.305981636047363,-14.896392822265625,140.56235551834106,-12.886226177215576
1,26,0.26,9878.115355968475,9225.176274776459,8805.184960365295,8935.42230129242,-21.677613258361816,-5.741119384765625,159.26510095596313,-20.518898963928223
1,27,0.27,9884.670078754425,9208.385050296783,8971.048593521118,8930.36812543869,6.554722785949707,-16.791224479675293,165.86363315582275,-5.054175853729248
1,28,0.28,9846.009016036987,9186.259806156158,9126.584529876709,8908.973634243011,-38.661062717437744,-22.125244140625,155.53593635559082,-21.39449119567871
1,29,0.29,9752.747118473053,9153.522551059723,9276.873767375946,8905.896842479706,-93.26189756393433,-32.73725509643555,150.28923749923706,-3.076791763305664
1,30,0.3,9596.681892871857,9109.084904193878,9422.677755355835,8906.191885471344,-156.0652256011963,-44.43764686584473,145.80398797988892,0.2950429916381836
1,31,0.31,9436.100125312805,9096.924364566803,9523.382782936096,8903.337717056274,-160.5817675590515,-12.160539627075195,100.70502758026123,-2.85416841506958
1,32,0.32,9258.039891719818,9048.672020435333,9603.225290775299,8901.827037334442,-178.06023359298706,-48.25234413146973,79.84250783920288,-1.5106797218322754
1,33,0.33,9088.67061138153,9013.241529464722,9658.767282962799,8906.120955944061,-169.36928033828735,-35.43049097061157,55.5419921875,4.293918609619141
1,34,0.34,8944.982290267944,8964.093327522278,9711.12608909607,8897.724449634552,-143.68832111358643,-49.14820194244385,52.358806133270264,-8.396506309509277
1,35,0.35000000000000003,8799.02571439743,8934.31007862091,9747.094810009003,8888.294398784637,-145.95657587051392,-29.783248901367188,35.96872091293335,-9.43005084991455
1,36,0.36,8679.828345775604,8883.33797454834,9769.997596740723,8877.650201320648,-119.19736862182617,-50.9721040725708,22.90278673171997,-10.644197463989258
1,37,0.37,8579.776585102081,8846.814930438995,9771.906435489655,8872.02113866806,-100.05176067352295,-36.52304410934448,1.9088387489318848,-5.629062652587891
1,38,0.38,8497.897982597351,8823.53127002716,9762.360751628876,8862.507939338684,-81.87860250473022,-23.283660411834717,-9.545683860778809,-9.51319932937622
1,39,0.39,8451.69484615326,8788.185119628906,9731.491804122925,8844.409883022308,-46.2031364440918,-35.346150398254395,-30.868947505950928,-18.098056316375732
1,40,0.4,8430.46486377716,8770.17855644226,9683.03382396698,8833.941519260406,-21.229982376098633,-18.006563186645508,-48.457980155944824,-10.468363761901855
1,41,0.41000000000000003,8417.00404882431,8741.879165172577,9643.321633338928,8816.170990467072,-13.460814952850342,-28.299391269683838,-39.71219062805176,-17.77052879333496
1,42,0.42,8406.830132007599,8721.777200698853,9601.279199123383,8795.374929904938,-10.173916816711426,-20.101964473724365,-42.042434215545654,-20.79606056213379
1,43,0.43,8391.32308959961,8697.841167449951,9563.40104341507,8770.220279693604,-15.507042407989502,-23.936033248901367,-37.87815570831299,-25.15465021133423
1,44,0.44,8375.972509384155,8673.454523086548,9531.561136245728,8746.614158153534,-15.350580215454102,-24.38664436340332,-31.83990716934204,-23.60612154006958
1,45,0.45,8355.96650838852,8654.231429100037,9500.661492347717,8721.411526203156,-20.006000995635986,-19.22309398651123,-30.899643898010254,-25.202631950378418
1,46,0.46,8334.921002388,8637.45003938675,9471.18729352951,8694.64784860611,-21.0455060005188,-16.781389713287354,-29.474198818206787,-26.7636775970459
1,47,0.47000000000000003,8314.228355884552,8617.300391197205,9441.81501865387,8673.62231016159,-20.692646503448486,-20.149648189544678,-29.37227487564087,-21.025538444519043
1,48,0.48,8294.386565685272,8604.12448644638,9411.260485649109,8651.166260242462,-19.841790199279785,-13.175904750823975,-30.554533004760742,-22.456049919128418
1,49,0.49,8275.48772096634,8587.085604667664,9384.645223617554,8631.826937198639,-18.898844718933105,-17.03888177871704,-26.615262031555176,-19.339323043823242
1,50,0.5,8257.980644702911,8574.258685112,9357.99390077591,8614.733517169952,-17.507076263427734,-12.826919555664062,-26.651322841644287,-17.093420028686523
1,51,0.51,8241.120278835297,8559.219539165497,9328.813254833221,8593.2657122612,-16.860365867614746,-15.039145946502686,-29.18064594268799,-21.46780490875244
1,52,0.52,8222.05126285553,8546.073138713837,9300.922155380249,8573.675453662872,-19.069015979766846,-13.146400451660156,-27.891099452972412,-19.590258598327637
1,53,0.53,8203.623592853546,8533.81872177124,9272.64928817749,8554.141819477081,-18.427670001983643,-12.254416942596436,-28.27286720275879,-19.533634185791016
1,54,0.54,8186.679184436798,8520.793616771698,9246.413111686707,8534.960448741913,-16.944408416748047,-13.025104999542236,-26.23617649078369,-19.181370735168457
1,55,0.55,8170.529901981354,8508.692681789398,9221.845269203186,8516.339659690857,-16.149282455444336,-12.100934982299805,-24.567842483520508,-18.620789051055908
1,56,0.56,8152.315318584442,8495.120704174042,9199.951887130737,8495.621383190155,-18.21458339691162,-13.571977615356445,-21.89338207244873,-20.718276500701904
1,57,0.5700000000000001,8137.1429562568665,8483.208119869232,9176.717698574066,8477.207720279694,-15.172362327575684,-11.91258430480957,-23.234188556671143,-18.413662910461426
1,58,0.58,8124.329149723053,8472.63216972351,9152.548611164093,8458.148837089539,-12.813806533813477,-10.575950145721436,-24.169087409973145,-19.05888319015503
1,59,0.59,8111.971914768219,8459.559679031372,9129.645228385925,8440.885543823242,-12.357234954833984,-13.072490692138672,-22.903382778167725,-17.263293266296387
1,60,0.6,8098.024427890778,8448.319137096405,9106.757640838623,8422.207832336426,-13.947486877441406,-11.240541934967041,-22.887587547302246,-18.677711486816406
1,61,0.61,8086.722493171692,8434.03846025467,9085.361957550049,8403.405249118805,-11.301934719085693,-14.28067684173584,-21.39568328857422,-18.80258321762085
1,62,0.62,8073.568344116211,8420.719802379608,9062.086045742035,8387.70478963852,-13.154149055480957,-13.318657875061035,-23.275911808013916,-15.700459480285645
1,63,0.63,8061.476051807404,8408.331274986267,9039.630889892578,8370.165526866913,-12.092292308807373,-12.388527393341064,-22.455155849456787,-17.539262771606445
1,64,0.64,8047.463595867157,8394.055664539337,9020.923674106598,8355.803787708282,-14.012455940246582,-14.275610446929932,-18.707215785980225,-14.361739158630371
1,65,0.65,8034.708499908447,8380.683064460754,8998.442590236664,8340.471684932709,-12.755095958709717,-13.372600078582764,-22.481083869934082,-15.33210277557373
1,66,0.66,8023.957312107086,8365.311324596405,8976.99236869812,8326.126635074615,-10.751187801361084,-15.371739864349365,-21.4502215385437,-14.345049858093262
1,67,0.67,8011.402487754822,8350.757360458374,8956.733644008636,8312.791287899017,-12.554824352264404,-14.553964138031006,-20.258724689483643,-13.335347175598145
1,68,0.68,7999.415993690491,8338.457345962524,8935.522139072418,8298.663794994354,-11.986494064331055,-12.30001449584961,-21.21150493621826,-14.127492904663086
1,69,0.6900000000000001,7989.526093006134,8323.481380939484,8915.055692195892,8285.781145095825,-9.88990068435669,-14.975965023040771,-20.46644687652588,-12.882649898529053
1,70,0.7000000000000001,7976.073622703552,8311.521708965302,8895.129263401031,8273.221254348755,-13.452470302581787,-11.959671974182129,-19.92642879486084,-12.559890747070312
