model,mode,frequency_hz,dt_s,requested_time_s,completed_time_s,completed_steps,finite,initial_position,fixed_waypoint,initial_motor_rpm,hidden_reset_each_step,hidden_decrement,hidden_retention,tau_s,dist_error_m,noise,dynamics_model,normalization_limits,rpm_min,rpm_max
bebop1/new_CFC_64_neurons_seq_1_epoch=18_val_loss=0.000142,fixed_waypoint_hover_hidden_preserved,50,0.02,20.0,20.0,1000,True,selected_waypoint,True,7497.41181054513,False,0.0,1.0,0.06,0.001,off,quadrotor_sim_original,bebop1,7031.041532754898,8004.836738109589
bebop1/new_CFC_64_neurons_seq_1_epoch=18_val_loss=0.000142,fixed_waypoint_hover_hidden_preserved,100,0.01,20.0,20.0,2000,True,selected_waypoint,True,7497.41181054513,False,0.0,1.0,0.06,0.001,off,quadrotor_sim_original,bebop1,7137.0212733745575,8004.836738109589
bebop1/new_CFC_64_neurons_seq_1_epoch=18_val_loss=0.000142,fixed_waypoint_hover_hidden_preserved,200,0.005,20.0,20.0,4000,True,selected_waypoint,True,7497.41181054513,False,0.0,1.0,0.06,0.001,off,quadrotor_sim_original,bebop1,7192.435711622238,8004.836738109589
