t,dx,dy,dz,vx,vy,vz,phi,theta,psi,p,q,r,Mx_ext,My_ext,Mz_ext,omega1,omega2,omega3,omega4,dt_step,u1,u2,u3,u4,rpm1_cmd,rpm2_cmd,rpm3_cmd,rpm4_cmd,repeated_last
0.09881411889843661,1.738872088689774,0.39742890288036303,-0.36643330766800464,-0.06869011954437697,-0.31530820787926317,-0.31302112817658645,0.2163408886117063,0.20500225914498196,0.8476018869046624,1.0353834570737532,-4.9944235413148395,-0.7302594367927848,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,7825.790092652209,7205.83932397704,8728.583788496111,8107.245628347174,0.007601086069110516,0.8445165082015831,0.6797459302216818,0.6606469856317208,0.4080994140875527,9222.582541007916,8398.72965110841,8303.234928158603,7040.497070437763,0
0.10641520496754713,1.721554842902885,0.40636336242297877,-0.4348829781997817,-0.09296681123419871,-0.30154978288442325,-0.3184607169383842,0.22136551697398307,0.16798187372192921,0.8334056634743469,0.977701796086239,-5.301190887734774,-0.7370930551066942,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,8010.01455219708,7363.4104196515655,8670.213729008807,7974.370033608432,0.007601086069110516,0.9038165639146569,0.7311768910921429,0.6351245231961177,0.3885188604359655,9519.082819573285,8655.884455460715,8175.622615980588,6942.5943021798275,0
0.11401629103665764,1.7006157248104437,0.41484915488553875,-0.5060125472403223,-0.11531622260140578,-0.2873811743667636,-0.32313231808320647,0.22636409131618224,0.12899583932677736,0.8185961196885979,0.9133629519536498,-5.545704309806099,-0.7426883357205672,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,8204.18099418037,7529.259700246881,8606.25825858114,7848.560570136525,0.007601086069110502,0.9519082819573284,0.7708870041781846,0.6183139014555523,0.37852970852186174,9759.541409786641,8854.435020890924,8091.569507277762,6892.648542609309,0
0.12161737710576814,1.675941967243317,0.42291848026930656,-0.5787453013885832,-0.13545244818205837,-0.2727908620869612,-0.32754836169663787,0.23138692258635926,0.08851917717124462,0.8032595294165481,0.8458615858408716,-5.726201090363725,-0.7473269799179112,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,8403.86260243474,7699.004955214483,8539.908390378008,7731.7893768022805,0.007601086069110502,0.9999999999999999,0.8105971172642261,0.6015032797149868,0.36854055660775803,10000.0,9052.98558632113,8007.516398574934,6842.702783038791,0
0.12921846317487864,1.6475204491902153,0.43059734274556455,-0.6520076894354283,-0.15312105776244395,-0.25777416183435675,-0.3318920467018606,0.23649124390210258,0.04703143058682188,0.7874860832109427,0.7776642534981838,-5.842338548764946,-0.7490885788217497,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,8593.798982437464,7868.514305214932,8473.714738266804,7625.062739385925,0.007601086069110502,1.0,0.8382470747962207,0.592141642452257,0.36548339936923663,10000.0,9191.235373981104,7960.708212261285,6827.416996846183,0
0.13681954924398915,1.6155329737035118,0.43789268395110076,-0.7247898704624378,-0.16813633183390764,-0.24232716202707236,-0.3365570986939476,0.2417188425853446,0.0049927181773549234,0.77137979270083,0.7078593639942656,-5.897249675351227,-0.7462175130059987,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,8761.10667147005,8034.299445161183,8409.830636936967,7529.2302064289615,0.007601086069110502,1.0,0.8658970323282154,0.5827800051895272,0.3624262421307152,10000.0,9329.485161641078,7913.900025947636,6812.131210653576,0
0.14442063531309965,1.5802466683534981,0.4448232159479235,-0.7961402044496082,-0.1803529898218298,-0.22644260580080833,-0.3418489651288001,0.24708891038687766,-0.03715762234808633,0.7550419273892518,0.6349316122262061,-5.8949936124438995,-0.7399996170740288,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,8908.531895884807,8193.261365951363,8349.747153842445,7444.4910982771125,0.00760108606911053,1.0,0.8818430686544279,0.5792567000552646,0.3643836805230563,10000.0,9409.215343272139,7896.283500276323,6821.918402615282,0
0.15202172138221018,1.542069000979837,0.451451701139059,-0.8652449363904221,-0.189693119604694,-0.21011386141807856,-0.3480099851450852,0.2525827544571708,-0.07902204835321892,0.7385580480595836,0.5580991378337815,-5.840077419829019,-0.7315631205363401,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9038.393134693244,8342.783754723332,8294.723110419029,7371.013689615322,0.007601086069110502,1.0,0.8977891049806404,0.575733394921002,0.3663411189153974,10000.0,9488.945524903202,7878.66697460501,6831.705594576987,0
0.15962280745132068,1.5014646427321279,0.4578592292796755,-0.9313686080644994,-0.19611187741841216,-0.19333464563928693,-0.3553723724927963,0.2581668058069789,-0.12022590507282302,0.722008148551586,0.47692510093468377,-5.737159600667081,-0.7219118435800527,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9152.821959720697,8480.805894493511,8245.540309583832,7308.488060284069,0.007601086069110502,1.0,0.9031672697554531,0.5768106636669006,0.371781749917679,10000.0,9515.836348777266,7884.053318334503,6858.908749588395,0
0.16722389352043118,1.4589814687436908,0.4641534945110569,-0.9939394752231449,-0.19962297633620993,-0.17610337521252487,-0.3641366556674636,0.2637850575710679,-0.1604420835208689,0.7054643313188761,0.39161337605165353,-5.591092359878821,-0.7119193008316487,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9253.617932950168,8605.588041985844,8202.858782010986,7256.652562732665,0.007601086069110502,1.0,0.9085454345302658,0.5778879324127991,0.3772223809199605,10000.0,9542.727172651328,7889.4396620639955,6886.111904599802,0
0.17482497958954168,1.4151930164567583,0.47044993625154713,-1.0524700658064898,-0.20026529421857955,-0.15841990444917914,-0.3745965474512497,0.2693739001657699,-0.19936815913015016,0.688996314695289,0.30264902780768593,-5.406768626291072,-0.7022953677338734,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9342.43554234575,8716.049411572974,8166.948389838015,7214.918426350496,0.007601086069110502,1.0,0.9050653667301655,0.5824551677758383,0.3849984950596809,10000.0,9525.326833650826,7912.275838879192,6924.992475298404,0
0.1824260656586522,1.3706936817944706,0.47686809827678656,-1.1066355756594253,-0.19811764018031877,-0.14028881611673197,-0.3868555498419709,0.2748606064971681,-0.236751028995575,0.6726705995645964,0.21100023656159025,-5.1890712292411605,-0.6936481073315062,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9420.671575764733,8811.277558906935,8138.036962029693,7182.7885863866995,0.007601086069110502,1.0,0.9015852989300651,0.5870224031388775,0.3927746091994013,10000.0,9507.926494650324,7935.112015694387,6963.873045997007,0
0.1900271517277627,1.326073455096192,0.48352378623603387,-1.156188731009141,-0.19327295609774967,-0.12171563745461392,-0.4011248758980419,0.2801709355284742,-0.2723622344923743,0.6565527327353697,0.1178240196307064,-4.942832406024003,-0.6864098636656333,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9489.610217202593,8891.061995662994,8116.063347341921,7159.542057165079,0.00760108606911053,1.0,0.8913181792592951,0.59418767167602,0.4020160956533534,10000.0,9456.590896296475,7970.938358380101,7010.080478266767,0
0.19762823779687322,1.2818898284229407,0.4905159763130228,-1.2010222059117286,-0.18584320197610982,-0.10270886624441818,-0.41739281499821107,0.28523243021321965,-0.30602103748977183,0.6407063166266909,0.024556915726225356,-4.672706106737399,-0.6809419792308656,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9550.335628436866,8955.225018793852,8100.975919352417,7144.5701524846745,0.007601086069110502,1.0,0.8810510595885251,0.6013529402131625,0.4112575821073055,10000.0,9405.255297942625,8006.764701065813,7056.287910536528,0
0.20522932386598372,1.2386730050530772,0.49793077809334824,-1.2410907524502743,-0.17594416269089486,-0.08327715896552398,-0.43576866522148733,0.28997596330491826,-0.337569781184212,0.6251938496649267,-0.06727667513499477,-4.383220947571731,-0.6774356364400203,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9603.84457013915,9004.242725227296,8092.482073227897,7137.112440431201,0.00760108606911053,1.0,0.8661045750292837,0.6103082669394035,0.42130255836855507,10000.0,9330.522875146418,8051.541334697018,7106.512791842775,0
0.21283040993509425,1.1968843900373995,0.5058232402629338,-1.276454149490376,-0.16369363552987057,-0.06343078651265402,-0.4561356817345065,0.2943427063773739,-0.36689426131818326,0.6100744806682644,-0.15606842448618147,-4.0785940679718395,-0.6760429296520234,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9650.978549309753,9038.517055842938,8090.334779692228,7136.5269325309,0.007601086069110502,1.0,0.8511580904700422,0.6192635936656444,0.43134753462980463,10000.0,9255.790452350211,8096.3179683282215,7156.737673149023,0
0.22043149600420475,1.1569447532467714,0.5142306184188863,-1.3072153049935071,-0.14920615141569082,-0.043180028432981216,-0.47850315612561367,0.29828083029328234,-0.39390064778426226,0.5954050118490165,-0.24021282269685595,-3.7628616017472543,-0.6767746936516847,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9692.511233771935,9059.00061366731,8094.097244629002,7142.0496066742935,0.007601086069110502,1.0,0.8334540054609223,0.629317881672538,0.4416231994074771,10000.0,9167.27002730461,8146.58940836269,7208.115997037386,0
0.22803258207331525,1.1191885401557655,0.5231537175781565,-1.3335448835195414,-0.13258823760583718,-0.022536967401112988,-0.5026753928601106,0.3017549248647608,-0.41853244632924747,0.5812359132378547,-0.318185053204723,-3.4396564717738283,-0.6796315558766468,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9729.095786223588,9066.497625981843,8103.400708213894,7153.035443416125,0.007601086069110502,1.0,0.8157499204518024,0.6393721696794317,0.4518988641851495,10000.0,9078.749602259013,8196.860848397158,7259.494320925747,0
0.23563366814242576,1.0839052541000134,0.5325750475914672,-1.3556386998256877,-0.11394000792732512,-0.0015143764503676178,-0.5285780337334789,0.30473898121802095,-0.4407501387756132,0.5676136446990102,-0.38853050180972193,-3.1123972343097126,-0.6845022649826813,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9761.332713805295,9062.231752638338,8117.721511863421,7168.764347896555,0.00760108606911053,1.0,0.796884361900248,0.6499168946539755,0.46198638385423135,10000.0,8984.42180950124,8249.584473269877,7309.931919271157,0
0.24323475421153629,1.051296534358497,0.5424431103414581,-1.3737279589214282,-0.09335061785810632,0.019871580978070975,-0.5559678104965057,0.30722691544019315,-0.46054452701805715,0.5545752265329686,-0.4499823453604308,-2.784054057936492,-0.6912888450656517,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9789.72898973268,9047.236058380196,8136.61756104426,7188.6283859803325,0.00760108606911053,1.0,0.7780188033486937,0.6604616196285193,0.4720739035233132,10000.0,8890.094016743467,8302.308098142597,7360.369517616566,0
0.2508358402806468,1.0215216100307445,0.552690960992505,-1.388054745006602,-0.07090297922873837,0.04160286916997799,-0.5847102802274943,0.30922309639164325,-0.4779197711112123,0.542152276039671,-0.5013823487376172,-2.4573706044106745,-0.699815983716699,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9814.750716918443,9022.824829110801,8159.513937279408,7211.959270383046,0.007601086069110474,1.0,0.759193161704879,0.6709415293739944,0.4816128226773762,10000.0,8795.965808524395,8354.707646869972,7408.064113386881,0
0.2584369263497573,0.994661326582502,0.563225311285325,-1.3988725857098498,-0.046671253783942435,0.0636559647651953,-0.6145435806079177,0.310752580482103,-0.4929032454109908,0.530364939821448,-0.5418105369290143,-2.1346351177920804,-0.7099373666045367,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9836.79139891414,8990.10763985627,8185.925270327758,7238.192805112229,0.00760108606911053,1.0,0.7403675200610643,0.6814214391194695,0.4911517418314392,10000.0,8701.837600305322,8407.107195597348,7455.758709157197,0
0.2660380124188678,0.9707614127725417,0.5739410956857054,-1.4064361520969313,-0.020725548442845604,0.086004434430524,-0.6453023948187969,0.31184994824751644,-0.5055325518763456,0.5192285319495079,-0.5706328375225019,-1.8180199596820321,-0.7210415807105375,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9854.153322562759,8950.358240916523,8215.270377130702,7266.726855852911,0.007601086069110474,0.9932119724734385,0.7224177358160976,0.6913917704356243,0.4998671052905165,9966.059862367192,8612.088679080487,8456.958852178122,7499.335526452583,0
0.2736390984879783,0.9498028891486775,0.5847196924800819,-1.4109964606344383,0.006866875456978946,0.10861746745869409,-0.6766992025464338,0.31256222042779164,-0.515865991405546,0.5087501295844563,-0.5880504116191946,-1.5096393115073066,-0.7325970749878249,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9865.403207586383,8904.651985589244,8247.0585987165,7297.053075717263,0.00760108606911053,0.9864239449468769,0.7044679515711308,0.7013621017517792,0.5085824687495938,9932.119724734384,8522.339757855654,8506.810508758896,7542.912343747968,0
0.2812401845570888,0.931737407712901,0.5954406805930708,-1.4127998491059333,0.036038552172663475,0.1314632620487706,-0.7085674616079535,0.3129391073831967,-0.5239723894471006,0.4989336594171012,-0.5948301394498796,-1.2116861015518574,-0.7435890826980842,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9866.879459784226,8854.133279103637,8280.71438172878,7328.641985236366,0.007601086069110474,0.9651226020317631,0.6879073488686953,0.7104126734166001,0.5162695524668188,9825.613010158817,8439.536744343477,8552.063367083,7581.347762334094,0
0.2888412706261993,0.9164603435057075,0.605995401951252,-1.4120795741561805,0.06671526104245923,0.15451348115660576,-0.7405541235126455,0.31302462860411506,-0.5299447909860251,0.4897780857578185,-0.5930971487401991,-0.926670897305085,-0.7531229909254744,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9855.49080855957,8799.768276258803,8315.751820184763,7361.046575974095,0.00760108606911053,0.9438212591166493,0.6713467461662597,0.7194632450814211,0.523956636184044,9719.106295583246,8356.733730831298,8597.316225407107,7619.78318092022,0
0.2964423566953098,0.9038377738518355,0.6162923774560569,-1.4090602719134766,0.09881599685065776,0.17774446138528585,-0.7724974436386071,0.31285697805665713,-0.533888448390315,0.4812757955651623,-0.5850934350417001,-0.6569226449823048,-0.7615376720228624,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9834.349510541459,8742.521502165793,8351.616679319057,7393.815514786387,0.00760108606911053,0.9276318557405044,0.6564266695424086,0.7272397389961407,0.5304824126282922,9638.159278702522,8282.133347712042,8636.198694980703,7652.412063141461,0
0.30404344276442036,0.8936880666697428,0.6262726514949961,-1.4039473149227775,0.13224482007926425,0.2011406533256739,-0.8040617191292737,0.3124695081166895,-0.5359248530346408,0.4734024922794987,-0.5724069509758,-0.40388851471126325,-0.7691443327636751,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9806.083062879188,8683.207249183979,8387.84105132865,7426.567767499276,0.00760108606911053,0.9114424523643596,0.6415065929185574,0.7350162329108603,0.5370081890725404,9557.212261821798,8207.532964592787,8675.081164554302,7685.040945362702,0
0.3116445288335309,0.8858132367199312,0.6358892024419964,-1.3969359368439807,0.16689836549722994,0.22468884078305046,-0.8350957762834538,0.3118941659715987,-0.536180825181619,0.4661279909440559,-0.5564453194791534,-0.16869769966869824,-0.7759489872986101,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9771.711234766626,8622.58838932384,8423.939298813277,7458.9205232203685,0.007601086069110474,0.8957641161001786,0.62827392694298,0.741335886081914,0.5422655579171822,9478.820580500893,8141.3696347149,8706.679430409571,7711.327789585911,0
0.31924561490264136,0.879992412417822,0.645115819417294,-1.3882015775695256,0.20265876898466542,0.24838219763689826,-0.8653494522158871,0.3111583301447629,-0.5347913240687601,0.4594140964940529,-0.5384867358686493,0.04796603470957026,-0.7819592200554906,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9732.09495767179,8561.308970919716,8459.501426289398,7490.550596763693,0.00760108606911053,0.8800857798359977,0.6150412609674025,0.7476555392529678,0.5475229267618239,9400.428899179988,8075.206304837013,8738.277696264839,7737.614633809119,0
0.3268467009717519,0.8759975362413184,0.6539359047852954,-1.377910268891426,0.2394005048643018,0.27221659088584216,-0.8946962623733254,0.3102867905751529,-0.5318937822175188,0.4532194395053655,-0.5197050637669605,0.24563964907919678,-0.7872659951488068,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9688.498007361632,8499.944214150753,8494.072301965054,7521.158545328208,0.007601086069110474,0.8664750288469741,0.603440279005159,0.7522606441908385,0.5515042682741231,9332.37514423487,8017.201395025795,8761.303220954193,7757.521341370615,0
0.33444778704086237,0.8735938376514419,0.662348812067108,-1.3662108300932332,0.27698573114150726,0.29619406541780674,-0.9229507515449101,0.30929951952675705,-0.5276274550700324,0.447498022795144,-0.5010058493412951,0.42429527883747015,-0.7919489809475362,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9641.987315754552,8438.979743722475,8527.267684543458,7550.491566595221,0.00760108606911053,0.8528642778579506,0.5918392970429153,0.7568657491287092,0.5554856097864223,9264.321389289753,7959.196485214577,8784.328745643546,7777.428048932112,0
0.3420488731099729,0.8725470285644331,0.6703600333299258,-1.3532443615131173,0.315270769481917,0.32031858076464104,-0.9500177918071183,0.3082141299412945,-0.5221310269203585,0.44220263802149423,-0.4831808465803663,0.5840843175745413,-0.7960731406085158,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9593.450111319793,8378.821922221743,8558.76233942909,7578.335308676129,0.00760108606911053,0.8410123072060867,0.5817377878221006,0.7598486933036921,0.558250483079407,9205.061536030433,7908.688939110503,8799.243466518461,7791.252415397035,0
0.3496499591790834,0.8726292018078181,0.6779845694850513,-1.3391381928407111,0.3541047024312517,0.3445987182424963,-0.9757750073389627,0.30704343147798885,-0.5155400234998375,0.43728531190011893,-0.46682704926500146,0.7254568150289641,-0.79969291412461,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9543.635429096792,8319.813817798513,8588.28168972574,7604.508806655282,0.00760108606911053,0.8291603365542228,0.5716362786012861,0.7628316374786751,0.5610153563723916,9145.801682771114,7858.181393006431,8814.158187393376,7805.076781861959,0
0.35725104524819395,0.8736182212690817,0.6852408124620119,-1.324013593239107,0.393333461631203,0.3690441931250069,-1.0001618762970463,0.30579785158665707,-0.5079873675726494,0.43269845779834937,-0.4524490474090396,0.8489888158500951,-0.8028575688826074,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9493.22553074462,8262.219336941016,8615.542805288067,7628.860781575482,0.007601086069110419,0.8190460879333207,0.5628644839533868,0.7640919306486439,0.5626135213737853,9095.230439666604,7814.322419766934,8820.459653243219,7813.067606868926,0
0.3648521313173044,0.8753070444682705,0.6921516077287276,-1.3079809859126208,0.432801850213126,0.39366748045657246,-1.0231087722380534,0.30448334286498696,-0.4995992959411089,0.42839635038494406,-0.440375142944304,0.9554721100868868,-0.8056069815397434,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9442.796410058418,8206.261280644212,8640.306824526988,7651.263517464711,0.00760108606911053,0.8089318393124185,0.5540926893054876,0.7653522238186127,0.5642116863751789,9044.659196562094,7770.463446527438,8826.761119093064,7821.058431875895,0
0.3724532173864149,0.8774978392126596,0.6987408965227175,-1.2911459549141915,0.47235461691563846,0.41848113879531246,-1.0445888076968601,0.30310381608798065,-0.49049795659710194,0.42433469244080146,-0.4308583342495602,1.0457810280617754,-0.8079806560974732,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9392.828710460102,8152.096921970808,8662.419086333126,7671.644049414663,0.00760108606911053,0.8003940879405947,0.5464938317378412,0.7651039206808856,0.5647896659329439,9001.970439702975,7732.469158689206,8825.519603404427,7823.9483296647195,0
0.38005430345552543,0.8800129860782683,0.7050332438827489,-1.2736051681179155,0.5118414684202205,0.443498446474911,-1.0645753148312296,0.30165951744437486,-0.4807964523377473,0.4204726052160639,-0.4240214867927952,1.120916092779373,-0.8100101732824773,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9343.728211478287,8099.859037498339,8681.749019583212,7689.940777538836,0.00760108606911053,0.791856336568771,0.5388949741701947,0.7648556175431586,0.565367645490709,8959.281682843855,7694.474870850974,8824.278087715793,7826.838227453545,0
0.38765538952463596,0.8826857905699489,0.7110527611501585,-1.2554511566421345,0.5511148677043256,0.4687318074875358,-1.0830709181263765,0.30014910750980794,-0.47060292689870625,0.4167711781998186,-0.41993109190841504,1.1819224766202043,-0.8117264897567013,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9295.809873375532,8049.6046034678075,8698.210416634258,7706.124102485283,0.007601086069110474,0.7847035650303419,0.532254498432316,0.7632102453148792,0.5650145451536095,8923.51782515171,7661.27249216158,8816.051226574396,7825.072725768047,0
0.39525647559374644,0.8853719233143108,0.7168216321510559,-1.2367685265754134,0.5900373561711533,0.4941925146711403,-1.100081606972103,0.2985686101406202,-0.46001518589631746,0.41319565178422074,-0.41855469578848653,1.2299067321218147,-0.8131544313284141,-0.004259778786801789,-0.018298248433726707,0.00460517143621165,9249.339598993432,8001.3817217429205,8711.730497412878,7720.1690353494705,0.00760108606911053,0.7775507934919128,0.5256140226944372,0.7615648730865998,0.5646614448165099,8887.753967459565,7628.070113472186,8807.824365433,7823.3072240825495,0
