episode,step,time_s,u1_rpm,u2_rpm,u3_rpm,u4_rpm,du1_rpm,du2_rpm,du3_rpm,du4_rpm
1,0,0.0,5436.351932585239,8333.908915519714,10000.0,7699.1817355155945,0.0,0.0,0.0,0.0
1,1,0.02,6776.902675628662,8479.37524318695,9880.85925579071,8279.602825641632,1340.5507430434227,145.46632766723633,-119.14074420928955,580.4210901260376
1,2,0.04,8222.037255764008,8234.697580337524,8885.145485401154,8715.319633483887,1445.1345801353455,-244.67766284942627,-995.7137703895569,435.71680784225464
1,3,0.06,9099.54845905304,8303.654789924622,8050.473630428314,8770.365118980408,877.511203289032,68.95720958709717,-834.6718549728394,55.045485496520996
1,4,0.08,9829.149842262268,8455.90889453888,7475.205808877945,9188.894629478455,729.6013832092285,152.2541046142578,-575.2678215503693,418.5295104980469
1,5,0.1,9823.018014431,8533.050417900085,7787.292301654816,8772.645890712738,-6.1318278312683105,77.14152336120605,312.0864927768707,-416.24873876571655
1,6,0.12,9052.108526229858,8722.108900547028,7925.547957420349,8567.578792572021,-770.9094882011414,189.05848264694214,138.25565576553345,-205.06709814071655
1,7,0.14,8636.407554149628,8668.588995933533,8343.90789270401,8535.326719284058,-415.7009720802307,-53.51990461349487,418.3599352836609,-32.25207328796387
1,8,0.16,8340.768814086914,8744.75121498108,8339.774012565613,8390.76578617096,-295.6387400627136,76.16221904754639,-4.133880138397217,-144.56093311309814
1,9,0.18,7957.961559295654,8703.487515449524,8622.784614562988,8079.254031181335,-382.80725479125977,-41.263699531555176,283.0106019973755,-311.511754989624
1,10,0.2,7993.575930595398,8719.403147697449,8410.125076770782,8148.466944694519,35.61437129974365,15.915632247924805,-212.6595377922058,69.2129135131836
1,11,0.22,8076.449334621429,8549.079895019531,8266.414999961853,8259.198069572449,82.8734040260315,-170.32325267791748,-143.71007680892944,110.73112487792969
1,12,0.24,8450.821042060852,8189.147412776947,8069.685101509094,8485.216796398163,374.3717074394226,-359.93248224258423,-196.7298984527588,226.0187268257141
1,13,0.26,8587.281703948975,7896.544933319092,7954.078018665314,8752.242922782898,136.46066188812256,-292.6024794578552,-115.60708284378052,267.0261263847351
1,14,0.28,8439.023792743683,7900.828123092651,7985.893487930298,8585.113286972046,-148.25791120529175,4.28318977355957,31.81546926498413,-167.12963581085205
1,15,0.3,8013.858199119568,8195.048868656158,8184.178471565247,8098.328113555908,-425.165593624115,294.2207455635071,198.28498363494873,-486.7851734161377
