step,py_dist,c_dist,python_u1,python_u2,python_u3,python_u4,c_u1,c_u2,c_u3,c_u4,abs_err_u1,abs_err_u2,abs_err_u3,abs_err_u4,python_h00,python_h01,python_h02,python_h03,python_h04,python_h05,python_h06,python_h07,python_h08,python_h09,python_h10,python_h11,python_h12,python_h13,python_h14,python_h15,python_h16,python_h17,python_h18,python_h19,python_h20,python_h21,python_h22,python_h23,python_h24,python_h25,python_h26,python_h27,python_h28,python_h29,python_h30,python_h31,python_h32,python_h33,python_h34,python_h35,python_h36,python_h37,python_h38,python_h39,python_h40,python_h41,python_h42,python_h43,python_h44,python_h45,python_h46,python_h47,python_h48,python_h49,python_h50,python_h51,python_h52,python_h53,python_h54,python_h55,python_h56,python_h57,python_h58,python_h59,python_h60,python_h61,python_h62,python_h63,c_h00,c_h01,c_h02,c_h03,c_h04,c_h05,c_h06,c_h07,c_h08,c_h09,c_h10,c_h11,c_h12,c_h13,c_h14,c_h15,c_h16,c_h17,c_h18,c_h19,c_h20,c_h21,c_h22,c_h23,c_h24,c_h25,c_h26,c_h27,c_h28,c_h29,c_h30,c_h31,c_h32,c_h33,c_h34,c_h35,c_h36,c_h37,c_h38,c_h39,c_h40,c_h41,c_h42,c_h43,c_h44,c_h45,c_h46,c_h47,c_h48,c_h49,c_h50,c_h51,c_h52,c_h53,c_h54,c_h55,c_h56,c_h57,c_h58,c_h59,c_h60,c_h61,c_h62,c_h63,abs_err_h00,abs_err_h01,abs_err_h02,abs_err_h03,abs_err_h04,abs_err_h05,abs_err_h06,abs_err_h07,abs_err_h08,abs_err_h09,abs_err_h10,abs_err_h11,abs_err_h12,abs_err_h13,abs_err_h14,abs_err_h15,abs_err_h16,abs_err_h17,abs_err_h18,abs_err_h19,abs_err_h20,abs_err_h21,abs_err_h22,abs_err_h23,abs_err_h24,abs_err_h25,abs_err_h26,abs_err_h27,abs_err_h28,abs_err_h29,abs_err_h30,abs_err_h31,abs_err_h32,abs_err_h33,abs_err_h34,abs_err_h35,abs_err_h36,abs_err_h37,abs_err_h38,abs_err_h39,abs_err_h40,abs_err_h41,abs_err_h42,abs_err_h43,abs_err_h44,abs_err_h45,abs_err_h46,abs_err_h47,abs_err_h48,abs_err_h49,abs_err_h50,abs_err_h51,abs_err_h52,abs_err_h53,abs_err_h54,abs_err_h55,abs_err_h56,abs_err_h57,abs_err_h58,abs_err_h59,abs_err_h60,abs_err_h61,abs_err_h62,abs_err_h63
0,3.8033200303720487,3.8033200303720487,0.060410976,0.0092053935,0.77470016,1.0,0.060411032,0.009205449,0.77469987,1.0,5.5879354e-08,5.5879354e-08,2.9802322e-07,0.0,0.20932743,-0.8232818,0.9519179,0.8458239,-0.6329766,-0.7342399,0.10433954,0.99966663,0.9794438,-0.08223465,0.87329555,-0.12728143,0.943458,0.7296912,-0.8843192,0.75174123,-0.9826262,-0.27609834,-0.09946806,0.9645102,-0.28282893,-0.5145014,-0.99998516,1.0,0.99751633,0.62812257,0.39267576,0.99579376,0.49582037,0.9959133,0.37877035,0.6124987,-0.9909684,-0.14183998,0.9980857,0.17496477,0.45726416,-0.03055833,0.9999744,-0.28965342,-0.15371476,0.98717326,0.9825412,-0.80884874,-0.16126913,-0.70355964,0.96592885,0.6773051,-0.29559544,0.9020405,-0.9986221,-0.99987984,-0.9446467,-0.112891436,0.32454672,-0.0106907785,0.9964011,-0.71501493,-0.99998677,0.8836854,-0.9998866,0.9951591,-0.88167244,-0.9971746,0.20932803,-0.8232819,0.951918,0.84582406,-0.6329756,-0.73423994,0.10433909,0.99966663,0.9794438,-0.082234144,0.8732956,-0.12728068,0.943458,0.7296903,-0.8843192,0.7517415,-0.9826262,-0.27609834,-0.09946755,0.9645102,-0.28282917,-0.51450074,-0.99998516,1.0,0.99751633,0.6281229,0.3926757,0.99579376,0.49582064,0.9959134,0.3787706,0.612498,-0.9909684,-0.14183998,0.9980857,0.1749646,0.45726365,-0.03055843,0.9999744,-0.28965408,-0.1537143,0.98717326,0.9825412,-0.8088489,-0.16126966,-0.7035595,0.9659289,0.67730534,-0.29559612,0.9020405,-0.9986221,-0.99987984,-0.9446467,-0.112891436,0.32454678,-0.010690987,0.9964011,-0.71501434,-0.99998677,0.8836855,-0.9998866,0.9951591,-0.8816725,-0.9971746,5.9604645e-07,5.9604645e-08,1.1920929e-07,1.7881393e-07,1.013279e-06,5.9604645e-08,4.4703484e-07,0.0,0.0,5.066395e-07,5.9604645e-08,7.4505806e-07,0.0,8.940697e-07,0.0,2.9802322e-07,0.0,0.0,5.066395e-07,0.0,2.3841858e-07,6.556511e-07,0.0,0.0,0.0,3.5762787e-07,5.9604645e-08,0.0,2.682209e-07,5.9604645e-08,2.3841858e-07,7.1525574e-07,0.0,0.0,0.0,1.6391277e-07,5.066395e-07,1.0058284e-07,0.0,6.556511e-07,4.61936e-07,0.0,0.0,1.7881393e-07,5.364418e-07,1.1920929e-07,5.9604645e-08,2.3841858e-07,6.854534e-07,0.0,0.0,0.0,0.0,0.0,5.9604645e-08,2.0861626e-07,0.0,5.9604645e-07,0.0,1.1920929e-07,0.0,0.0,5.9604645e-08,0.0
1,3.798183796829393,3.798183796828168,0.09070274,0.0,0.7273236,1.0,0.090702966,0.0,0.72732353,1.0,2.2351742e-07,0.0,5.9604645e-08,0.0,0.37453377,-0.8460977,0.94677734,0.7811237,-0.6431714,-0.6351365,-0.03928709,0.999758,0.64887136,-0.1913952,0.71692806,-0.027028129,0.95551014,0.3248826,-0.8046894,0.41716683,-0.7603204,-0.05039695,-0.42464638,0.90199363,-0.67572135,-0.5910361,-0.9999978,0.99986875,0.96707284,0.7596155,0.25104576,0.9891312,0.5967665,0.9870275,0.41434237,0.7456777,-0.99947375,-0.12299883,0.99321854,-0.471291,0.04220842,-0.53779405,0.9999735,-0.45981443,-0.3948025,0.9980084,0.9484018,-0.8472342,-0.21010229,-0.6600639,0.92628443,0.44777495,-0.652612,0.8015938,-0.9997213,-0.99988914,-0.8933919,0.20316115,0.44465202,0.25650078,0.9845838,-0.3360449,-0.99988186,0.69272506,-0.9995716,0.98987126,-0.67755073,-0.9918963,0.3745338,-0.8460976,0.9467773,0.78112346,-0.6431712,-0.6351365,-0.039286554,0.999758,0.64887136,-0.19139455,0.71692806,-0.027028121,0.95551014,0.32488236,-0.8046894,0.41716695,-0.7603205,-0.0503968,-0.42464587,0.9019934,-0.6757216,-0.5910363,-0.9999978,0.99986875,0.96707284,0.7596153,0.2510459,0.98913115,0.5967662,0.9870275,0.4143425,0.7456774,-0.99947375,-0.12299883,0.99321854,-0.47129145,0.042208254,-0.53779334,0.9999735,-0.45981428,-0.39480275,0.9980084,0.9484018,-0.84723425,-0.21010217,-0.6600636,0.92628443,0.44777507,-0.6526122,0.8015938,-0.9997213,-0.99988914,-0.8933918,0.20316222,0.44465208,0.2565005,0.9845838,-0.33604467,-0.99988186,0.69272524,-0.99957156,0.98987126,-0.67755026,-0.9918963,2.9802322e-08,1.1920929e-07,5.9604645e-08,2.3841858e-07,2.3841858e-07,0.0,5.364418e-07,0.0,0.0,6.4074993e-07,0.0,7.450581e-09,0.0,2.3841858e-07,0.0,1.1920929e-07,5.9604645e-08,1.4901161e-07,5.066395e-07,2.3841858e-07,2.3841858e-07,2.3841858e-07,0.0,0.0,0.0,1.7881393e-07,1.4901161e-07,5.9604645e-08,2.9802322e-07,0.0,1.1920929e-07,2.9802322e-07,0.0,0.0,0.0,4.4703484e-07,1.6391277e-07,7.1525574e-07,0.0,1.4901161e-07,2.3841858e-07,0.0,0.0,5.9604645e-08,1.1920929e-07,2.9802322e-07,0.0,1.1920929e-07,2.3841858e-07,0.0,0.0,0.0,1.1920929e-07,1.0728836e-06,5.9604645e-08,2.682209e-07,0.0,2.3841858e-07,0.0,1.7881393e-07,5.9604645e-08,0.0,4.7683716e-07,0.0
2,3.793666297188214,3.793666297180037,0.085819066,0.013072714,0.6696526,1.0,0.08581938,0.013072809,0.66965187,1.0,3.1292439e-07,9.49949e-08,7.1525574e-07,0.0,0.4312299,-0.7477999,0.9061317,0.6397221,-0.36857286,-0.54344827,0.20811145,0.99971575,0.6834291,-0.24192187,0.60944855,0.12975802,0.9371373,0.3925424,-0.7484764,0.21462277,-0.675057,0.02734232,-0.46584544,0.7625092,-0.50272197,-0.5507069,-0.9999856,0.999179,0.95469993,0.6896449,0.23691893,0.9512521,0.6221831,0.9777264,0.36229444,0.63510704,-0.9985057,0.0604133,0.9909669,-0.28837666,0.010123774,-0.44340268,0.99994564,-0.47369948,-0.5367352,0.9949513,0.8948852,-0.8264183,-0.042028785,-0.41107935,0.8999496,0.3601259,-0.6653821,0.6578602,-0.9993151,-0.9997672,-0.8348929,0.5173933,0.50944,0.22311682,0.9843949,-0.28873822,-0.9997785,0.5504396,-0.99909836,0.98817945,-0.43442026,-0.986529,0.4312301,-0.74779993,0.9061317,0.6397222,-0.36857173,-0.5434483,0.20811121,0.99971575,0.683429,-0.24192214,0.6094485,0.12975861,0.9371373,0.39254135,-0.7484766,0.21462288,-0.6750567,0.027341276,-0.46584523,0.7625091,-0.5027217,-0.55070674,-0.9999856,0.999179,0.9546998,0.6896447,0.23691875,0.9512521,0.6221826,0.97772634,0.362294,0.6351062,-0.9985057,0.060412794,0.9909669,-0.2883753,0.010123067,-0.44340286,0.99994564,-0.47370014,-0.5367348,0.9949513,0.89488506,-0.8264181,-0.042029142,-0.41107967,0.8999495,0.3601252,-0.6653817,0.65786034,-0.9993151,-0.9997672,-0.834893,0.5173931,0.5094396,0.22311682,0.98439485,-0.28873748,-0.9997785,0.5504397,-0.9990983,0.98817945,-0.43442023,-0.986529,2.0861626e-07,5.9604645e-08,0.0,1.1920929e-07,1.1324883e-06,5.9604645e-08,2.3841858e-07,0.0,1.1920929e-07,2.682209e-07,5.9604645e-08,5.9604645e-07,0.0,1.0430813e-06,2.3841858e-07,1.1920929e-07,2.9802322e-07,1.0430813e-06,2.0861626e-07,1.1920929e-07,2.3841858e-07,1.7881393e-07,0.0,0.0,1.1920929e-07,1.7881393e-07,1.7881393e-07,0.0,4.7683716e-07,5.9604645e-08,4.4703484e-07,8.34465e-07,0.0,5.066395e-07,0.0,1.3709068e-06,7.0780516e-07,1.7881393e-07,0.0,6.556511e-07,3.5762787e-07,0.0,1.1920929e-07,1.7881393e-07,3.5762787e-07,3.2782555e-07,1.1920929e-07,6.854534e-07,3.5762787e-07,1.1920929e-07,0.0,0.0,5.9604645e-08,1.7881393e-07,4.172325e-07,0.0,5.9604645e-08,7.4505806e-07,0.0,1.1920929e-07,5.9604645e-08,0.0,2.9802322e-08,0.0
3,3.7897653095651767,3.789765309543418,0.16283795,0.006387517,0.6302533,1.0,0.1628378,0.006387634,0.630254,1.0,1.4901161e-07,1.17346644e-07,6.556511e-07,0.0,0.47746897,-0.7087317,0.87357914,0.54149085,-0.19626303,-0.56818914,0.34518862,0.9998393,0.64104444,-0.2052065,0.5673471,0.076755896,0.9289212,0.23288709,-0.695627,0.12431049,-0.5692625,0.000636816,-0.30859447,0.5870483,-0.43014753,-0.49740994,-0.9999677,0.99824345,0.9240145,0.6333323,0.1991786,0.8955616,0.48227757,0.96348596,0.32067305,0.6204084,-0.9973533,0.1893926,0.9909382,-0.39296356,-0.04928582,-0.5560669,0.9998856,-0.49213272,-0.4881069,0.9894391,0.87554294,-0.8101893,-0.036800623,-0.25460893,0.87468404,0.333709,-0.6718131,0.52951485,-0.99851644,-0.9994587,-0.7548153,0.682295,0.5231558,0.28288388,0.98027825,-0.3086287,-0.99946755,0.3875478,-0.9982121,0.98792744,-0.29319784,-0.97883826,0.47746807,-0.70873123,0.8735791,0.541491,-0.1962635,-0.5681891,0.34518927,0.9998393,0.6410445,-0.20520669,0.56734747,0.07675572,0.9289212,0.23288774,-0.695627,0.124310315,-0.5692627,0.00063732266,-0.30859494,0.58704865,-0.4301479,-0.49741024,-0.99996775,0.99824345,0.92401457,0.6333322,0.19917868,0.89556146,0.48227823,0.963486,0.32067296,0.6204088,-0.9973533,0.18939194,0.9909383,-0.39296365,-0.04928501,-0.55606675,0.9998856,-0.49213192,-0.4881068,0.9894391,0.8755429,-0.81018925,-0.036800504,-0.2546088,0.87468404,0.3337094,-0.67181355,0.5295152,-0.99851644,-0.99945873,-0.75481564,0.68229455,0.52315557,0.28288302,0.98027825,-0.30863005,-0.99946755,0.3875478,-0.9982121,0.98792744,-0.29319802,-0.97883826,8.940697e-07,4.7683716e-07,5.9604645e-08,1.1920929e-07,4.7683716e-07,5.9604645e-08,6.556511e-07,0.0,5.9604645e-08,1.937151e-07,3.5762787e-07,1.7881393e-07,0.0,6.556511e-07,0.0,1.7881393e-07,1.7881393e-07,5.066395e-07,4.7683716e-07,3.5762787e-07,3.5762787e-07,2.9802322e-07,5.9604645e-08,0.0,5.9604645e-08,1.1920929e-07,7.4505806e-08,1.1920929e-07,6.556511e-07,5.9604645e-08,8.940697e-08,3.5762787e-07,0.0,6.556511e-07,1.1920929e-07,8.940697e-08,8.121133e-07,1.1920929e-07,0.0,8.046627e-07,1.1920929e-07,0.0,5.9604645e-08,5.9604645e-08,1.1920929e-07,1.1920929e-07,0.0,3.874302e-07,4.7683716e-07,3.5762787e-07,0.0,5.9604645e-08,3.5762787e-07,4.7683716e-07,2.3841858e-07,8.6426735e-07,0.0,1.3411045e-06,0.0,0.0,0.0,0.0,1.7881393e-07,0.0
4,3.7864797158150707,3.786479715766976,0.2283388,0.0041395426,0.57329357,1.0,0.22833888,0.004139483,0.5732935,1.0,8.940697e-08,5.9604645e-08,5.9604645e-08,0.0,0.52422154,-0.64404964,0.820704,0.41702393,-0.016854212,-0.4549147,0.39890665,0.9998769,0.60957974,-0.16233525,0.5300961,0.060402393,0.90971565,0.12712118,-0.6855186,0.04305339,-0.45134532,-0.03023076,-0.23373665,0.46668255,-0.3325004,-0.4557753,-0.99994415,0.9961636,0.88380826,0.55734944,0.1490157,0.7855006,0.3312885,0.9473883,0.2677309,0.55941737,-0.9945185,0.31070432,0.99151146,-0.39237463,-0.05785232,-0.49542084,0.9998366,-0.5336013,-0.41352588,0.97817624,0.85072064,-0.80405563,-0.0063188374,-0.1210829,0.8410776,0.249167,-0.5941952,0.36673474,-0.99632704,-0.99874693,-0.6499106,0.7659391,0.5279212,0.29943553,0.97594887,-0.3176685,-0.99883187,0.23688719,-0.9966534,0.98820573,-0.06390874,-0.96808255,0.5242218,-0.64405,0.82070416,0.4170241,-0.016855307,-0.4549149,0.3989063,0.9998769,0.6095795,-0.16233501,0.53009576,0.06040281,0.90971565,0.12712136,-0.6855185,0.043054074,-0.4513451,-0.03023073,-0.23373637,0.46668246,-0.33250058,-0.45577523,-0.99994415,0.9961636,0.8838082,0.55734956,0.1490154,0.7855013,0.33128905,0.94738835,0.26773122,0.559417,-0.99451864,0.31070396,0.9915114,-0.39237496,-0.05785203,-0.49542135,0.9998366,-0.5336015,-0.41352564,0.9781762,0.85072064,-0.8040558,-0.006319344,-0.12108311,0.8410777,0.24916689,-0.5941955,0.36673456,-0.99632704,-0.99874693,-0.6499106,0.7659391,0.527921,0.29943553,0.97594887,-0.31766808,-0.99883187,0.23688757,-0.9966534,0.98820573,-0.063908435,-0.96808255,2.3841858e-07,3.5762787e-07,1.7881393e-07,1.7881393e-07,1.0952353e-06,2.0861626e-07,3.5762787e-07,0.0,2.3841858e-07,2.3841858e-07,3.5762787e-07,4.172325e-07,0.0,1.7881393e-07,1.1920929e-07,6.854534e-07,2.3841858e-07,2.9802322e-08,2.8312206e-07,8.940697e-08,1.7881393e-07,5.9604645e-08,0.0,0.0,5.9604645e-08,1.1920929e-07,2.9802322e-07,7.1525574e-07,5.662441e-07,5.9604645e-08,3.2782555e-07,3.5762787e-07,1.1920929e-07,3.5762787e-07,5.9604645e-08,3.2782555e-07,2.9057264e-07,5.066395e-07,0.0,2.3841858e-07,2.3841858e-07,5.9604645e-08,0.0,1.7881393e-07,5.066395e-07,2.0861626e-07,5.9604645e-08,1.0430813e-07,2.9802322e-07,1.7881393e-07,0.0,0.0,0.0,0.0,1.7881393e-07,0.0,0.0,4.172325e-07,0.0,3.874302e-07,0.0,0.0,3.054738e-07,0.0
5,3.7838079319632083,3.7838079318946947,0.28825292,0.0035831481,0.5438463,1.0,0.28825298,0.0035830997,0.5438462,1.0,5.9604645e-08,4.8428774e-08,1.1920929e-07,0.0,0.5262848,-0.57485366,0.74473524,0.30838072,0.117585264,-0.358609,0.44558,0.9999081,0.5798437,-0.17223637,0.5060325,0.015512899,0.88335043,0.052018136,-0.64832956,-0.005282581,-0.33861876,-0.055569693,-0.15182193,0.34739387,-0.22021344,-0.3998042,-0.99992347,0.99372256,0.84011763,0.48795533,0.11021313,0.5919026,0.1640013,0.9208724,0.2107889,0.5128101,-0.9878551,0.39071107,0.9940867,-0.43740702,-0.04885427,-0.45596564,0.9997061,-0.53053075,-0.33186263,0.95941097,0.8092673,-0.80023015,0.057576716,-0.0065633655,0.80001867,0.18047743,-0.50828254,0.22508895,-0.99060965,-0.9968852,-0.5518436,0.8084364,0.4993556,0.29680428,0.97045094,-0.38262925,-0.9975524,0.11209431,-0.9930327,0.9892844,0.055259638,-0.9520419,0.5262848,-0.57485366,0.7447355,0.30838072,0.11758515,-0.3586091,0.4455799,0.9999081,0.57984364,-0.17223616,0.5060325,0.015513301,0.8833505,0.052018017,-0.64832985,-0.0052827597,-0.338619,-0.055569813,-0.15182233,0.347394,-0.22021332,-0.39980417,-0.99992347,0.99372256,0.84011763,0.48795518,0.11021271,0.5919023,0.16400129,0.92087233,0.21078894,0.51281,-0.9878551,0.39071095,0.9940866,-0.43740672,-0.04885424,-0.45596525,0.9997061,-0.53053105,-0.3318625,0.9594109,0.8092674,-0.80023,0.057576537,-0.006563127,0.8000189,0.18047728,-0.5082827,0.22508895,-0.99060965,-0.9968852,-0.5518432,0.80843645,0.49935544,0.2968046,0.97045094,-0.38262862,-0.9975524,0.112093896,-0.99303275,0.9892844,0.055259697,-0.9520419,0.0,0.0,2.3841858e-07,0.0,1.1175871e-07,1.1920929e-07,1.1920929e-07,0.0,5.9604645e-08,2.0861626e-07,0.0,4.0233135e-07,5.9604645e-08,1.1920929e-07,2.9802322e-07,1.7881393e-07,2.3841858e-07,1.1920929e-07,4.0233135e-07,1.1920929e-07,1.1920929e-07,2.9802322e-08,0.0,0.0,0.0,1.4901161e-07,4.172325e-07,2.9802322e-07,1.4901161e-08,5.9604645e-08,2.9802322e-08,1.1920929e-07,0.0,1.1920929e-07,5.9604645e-08,2.9802322e-07,2.9802322e-08,3.874302e-07,0.0,2.9802322e-07,1.1920929e-07,5.9604645e-08,1.1920929e-07,1.1920929e-07,1.7881393e-07,2.3841858e-07,2.3841858e-07,1.4901161e-07,1.7881393e-07,0.0,0.0,0.0,3.5762787e-07,5.9604645e-08,1.7881393e-07,3.2782555e-07,0.0,6.2584877e-07,0.0,4.172325e-07,5.9604645e-08,0.0,5.9604645e-08,0.0
6,3.7817456761565396,3.7817456760774664,0.3578279,0.0,0.5268483,1.0,0.3578277,0.0,0.52684844,1.0,2.0861626e-07,0.0,1.1920929e-07,0.0,0.5161083,-0.5146534,0.64982456,0.21165444,0.20548043,-0.27476943,0.47731048,0.99993277,0.5453255,-0.189331,0.4839149,-0.056724116,0.84914505,-0.02350992,-0.613369,-0.087681055,-0.2194756,-0.06815158,-0.071067974,0.22523898,-0.09206635,-0.3375311,-0.9998923,0.9904502,0.7829081,0.40603602,0.07364954,0.32283255,0.005163774,0.8824709,0.14760253,0.48834914,-0.9722452,0.45286483,0.9961277,-0.45553645,-0.024632715,-0.44985843,0.99938875,-0.51297057,-0.20933244,0.93017536,0.7401182,-0.7871886,0.12416485,0.12439147,0.75166136,0.10162006,-0.42949215,0.06434336,-0.9792421,-0.993188,-0.42383566,0.83543515,0.4446934,0.29714853,0.96452945,-0.46907476,-0.99474233,-0.0030201375,-0.9844707,0.98975694,0.13403836,-0.92515963,0.51610804,-0.51465327,0.6498245,0.21165422,0.20548026,-0.2747697,0.47731012,0.99993277,0.5453257,-0.18933094,0.4839147,-0.056723833,0.84914505,-0.023509562,-0.6133688,-0.08768138,-0.2194756,-0.06815116,-0.07106812,0.22523932,-0.0920662,-0.33753115,-0.9998923,0.9904502,0.7829081,0.40603584,0.07364926,0.3228327,0.005164206,0.8824709,0.14760226,0.4883489,-0.97224534,0.45286483,0.9961277,-0.45553645,-0.024632528,-0.44985816,0.99938875,-0.5129702,-0.20933254,0.9301754,0.7401182,-0.78718865,0.12416479,0.124391705,0.7516616,0.101620495,-0.429492,0.06434351,-0.9792421,-0.993188,-0.4238359,0.83543503,0.4446933,0.29714832,0.96452945,-0.46907488,-0.99474233,-0.003020823,-0.9844708,0.98975694,0.13403842,-0.92515963,2.3841858e-07,1.1920929e-07,5.9604645e-08,2.2351742e-07,1.6391277e-07,2.682209e-07,3.5762787e-07,0.0,1.7881393e-07,5.9604645e-08,2.0861626e-07,2.8312206e-07,0.0,3.5762787e-07,1.7881393e-07,3.2782555e-07,0.0,4.172325e-07,1.4901161e-07,3.427267e-07,1.4901161e-07,5.9604645e-08,0.0,0.0,0.0,1.7881393e-07,2.8312206e-07,1.4901161e-07,4.3213367e-07,0.0,2.682209e-07,2.3841858e-07,1.1920929e-07,0.0,0.0,0.0,1.8626451e-07,2.682209e-07,0.0,3.5762787e-07,1.0430813e-07,5.9604645e-08,0.0,5.9604645e-08,5.9604645e-08,2.3841858e-07,2.3841858e-07,4.3213367e-07,1.4901161e-07,1.4901161e-07,0.0,0.0,2.3841858e-07,1.1920929e-07,8.940697e-08,2.0861626e-07,0.0,1.1920929e-07,0.0,6.854534e-07,5.9604645e-08,0.0,5.9604645e-08,0.0
7,3.7802851008776353,3.780285100797782,0.43106633,0.0,0.5254171,1.0,0.43106613,0.0,0.525417,1.0,2.0861626e-07,0.0,1.1920929e-07,0.0,0.48462433,-0.4144857,0.4910965,0.10076775,0.2404581,-0.19287696,0.48600876,0.99994177,0.49410486,-0.20073372,0.43916875,-0.14174272,0.7907441,-0.089571625,-0.57379436,-0.17009625,-0.09347561,-0.031623587,0.00014099479,0.115297794,0.040400267,-0.2538145,-0.99981344,0.9869312,0.7114294,0.26883587,0.051276103,0.008276597,-0.13630998,0.82073325,0.08022067,0.44858336,-0.9217535,0.5001675,0.9981469,-0.4369861,-0.031831678,-0.4448495,0.99833184,-0.45609137,-0.086305425,0.852999,0.61549807,-0.75255585,0.19380718,0.25379395,0.67399484,0.021700308,-0.35469976,-0.1119113,-0.94737804,-0.98037547,-0.25277102,0.86122084,0.37092373,0.2945731,0.95479846,-0.5773791,-0.9850636,-0.04141894,-0.9541476,0.98951197,0.14948644,-0.86947405,0.48462445,-0.4144858,0.4910962,0.1007673,0.2404583,-0.19287714,0.48600912,0.99994177,0.49410486,-0.20073406,0.43916866,-0.14174233,0.7907438,-0.08957136,-0.573794,-0.17009613,-0.09347543,-0.03162363,0.00014096498,0.11529806,0.040400356,-0.2538145,-0.99981344,0.9869312,0.71142983,0.268836,0.051276296,0.008276343,-0.13630968,0.82073313,0.08022085,0.4485832,-0.9217535,0.5001676,0.9981469,-0.43698573,-0.031831834,-0.44484928,0.99833184,-0.45609134,-0.08630549,0.85299885,0.615498,-0.75255597,0.19380718,0.25379407,0.673995,0.02170071,-0.3546999,-0.111911654,-0.947378,-0.9803754,-0.25277102,0.8612208,0.37092382,0.29457337,0.95479846,-0.57737875,-0.9850636,-0.041418612,-0.9541476,0.989512,0.14948627,-0.86947393,1.1920929e-07,1.1920929e-07,2.9802322e-07,4.4703484e-07,1.937151e-07,1.7881393e-07,3.5762787e-07,0.0,0.0,3.427267e-07,8.940697e-08,3.874302e-07,2.9802322e-07,2.682209e-07,3.5762787e-07,1.1920929e-07,1.7881393e-07,4.4703484e-08,2.9802322e-08,2.682209e-07,8.940697e-08,0.0,0.0,0.0,4.172325e-07,1.1920929e-07,1.937151e-07,2.5331974e-07,2.9802322e-07,1.1920929e-07,1.7881393e-07,1.7881393e-07,0.0,1.1920929e-07,0.0,3.5762787e-07,1.5646219e-07,2.0861626e-07,0.0,2.9802322e-08,6.7055225e-08,1.1920929e-07,5.9604645e-08,1.1920929e-07,0.0,1.1920929e-07,1.7881393e-07,4.0233135e-07,1.4901161e-07,3.5762787e-07,5.9604645e-08,5.9604645e-08,0.0,5.9604645e-08,8.940697e-08,2.682209e-07,0.0,3.5762787e-07,0.0,3.2782555e-07,0.0,5.9604645e-08,1.6391277e-07,1.1920929e-07
8,3.7794143704685506,3.779414370400114,0.5200874,0.0038757026,0.53423387,0.9967919,0.5200882,0.0038755815,0.5342337,0.9967919,7.748604e-07,1.2107193e-07,1.7881393e-07,0.0,0.42942837,-0.30344245,0.2794489,-0.015538171,0.231052,-0.13119042,0.46018052,0.99993896,0.44046998,-0.20826378,0.3958388,-0.23420551,0.7103496,-0.18491477,-0.5174754,-0.2654513,0.026388705,0.032068595,0.07072756,0.05998531,0.15698856,-0.14977172,-0.9996711,0.9852065,0.59651613,0.09793508,0.034031928,-0.15398204,-0.31578654,0.7398033,0.014554352,0.39100587,-0.78586876,0.5322816,0.9993709,-0.3796962,-0.08686944,-0.45347953,0.9937097,-0.371095,0.02725374,0.6461021,0.45920146,-0.7019108,0.23955542,0.34803978,0.5466716,-0.058632717,-0.27430838,-0.25270006,-0.8700128,-0.93541324,-0.10426235,0.8800039,0.2863416,0.28401938,0.9378977,-0.6675205,-0.93933403,0.092034854,-0.8514737,0.98887575,0.08143553,-0.75888264,0.42942852,-0.30344248,0.27944905,-0.015538022,0.23105276,-0.13118994,0.4601807,0.99993896,0.4404698,-0.20826289,0.3958391,-0.2342059,0.7103497,-0.18491548,-0.51747555,-0.26545167,0.026389003,0.032068327,0.07072845,0.05998504,0.15698877,-0.14977166,-0.9996711,0.9852065,0.596515,0.09793529,0.034031883,-0.15398213,-0.31578806,0.73980343,0.01455462,0.3910059,-0.7858687,0.53228164,0.9993709,-0.37969607,-0.086869776,-0.45347947,0.9937097,-0.37109512,0.02725435,0.6461019,0.45920166,-0.7019106,0.23955494,0.34803972,0.5466714,-0.05863315,-0.27430865,-0.25269988,-0.87001276,-0.9354133,-0.10426244,0.88000405,0.28634137,0.28401917,0.93789744,-0.6675203,-0.93933386,0.092034526,-0.85147357,0.98887575,0.08143568,-0.75888246,1.4901161e-07,2.9802322e-08,1.4901161e-07,1.4901161e-07,7.599592e-07,4.7683716e-07,1.7881393e-07,0.0,1.7881393e-07,8.940697e-07,2.9802322e-07,3.874302e-07,5.9604645e-08,7.1525574e-07,1.1920929e-07,3.5762787e-07,2.9802322e-07,2.682209e-07,8.940697e-07,2.682209e-07,2.0861626e-07,5.9604645e-08,0.0,0.0,1.1324883e-06,2.0861626e-07,4.4703484e-08,8.940697e-08,1.5199184e-06,1.1920929e-07,2.682209e-07,2.9802322e-08,5.9604645e-08,5.9604645e-08,0.0,1.1920929e-07,3.3527613e-07,5.9604645e-08,0.0,1.1920929e-07,6.109476e-07,1.7881393e-07,2.0861626e-07,1.7881393e-07,4.7683716e-07,5.9604645e-08,2.3841858e-07,4.3213367e-07,2.682209e-07,1.7881393e-07,5.9604645e-08,5.9604645e-08,8.940697e-08,1.1920929e-07,2.3841858e-07,2.0861626e-07,2.3841858e-07,2.3841858e-07,1.7881393e-07,3.2782555e-07,1.1920929e-07,0.0,1.4901161e-07,1.7881393e-07
